angry0,angry1,angry2,box0,box1,box2,disgust0,disgust1,disgust2,fear0,fear1,fear2,happy0,happy1,happy2,neutral0,neutral1,neutral2,sad0,sad1,sad2,surprise0,surprise1,surprise2
0.16,,,"[343, 100, 363, 445]",,,0.0,,,0.11,,,0.0,,,0.6,,,0.13,,,0.01,,
0.07,,,"[349, 100, 362, 432]",,,0.0,,,0.14,,,0.0,,,0.62,,,0.16,,,0.01,,
0.11,,,"[351, 93, 362, 439]",,,0.0,,,0.1,,,0.0,,,0.63,,,0.15,,,0.01,,
0.12,,,"[363, 91, 358, 438]",,,0.0,,,0.16,,,0.0,,,0.52,,,0.19,,,0.01,,
0.05,,,"[374, 92, 361, 436]",,,0.0,,,0.12,,,0.0,,,0.66,,,0.16,,,0.0,,
0.05,,,"[383, 97, 359, 422]",,,0.0,,,0.11,,,0.0,,,0.74,,,0.09,,,0.01,,
0.07,,,"[389, 95, 360, 422]",,,0.0,,,0.16,,,0.0,,,0.61,,,0.16,,,0.01,,
0.07,,,"[391, 93, 361, 424]",,,0.0,,,0.21,,,0.0,,,0.55,,,0.16,,,0.01,,
0.07,,,"[387, 91, 364, 432]",,,0.0,,,0.39,,,0.0,,,0.31,,,0.2,,,0.03,,
0.04,,,"[380, 90, 367, 443]",,,0.0,,,0.27,,,0.03,,,0.2,,,0.32,,,0.15,,
0.06,,,"[381, 84, 362, 448]",,,0.0,,,0.3,,,0.01,,,0.04,,,0.42,,,0.18,,
0.09,,,"[379, 84, 363, 451]",,,0.0,,,0.33,,,0.01,,,0.04,,,0.39,,,0.14,,
0.06,,,"[376, 88, 365, 453]",,,0.0,,,0.27,,,0.01,,,0.14,,,0.4,,,0.12,,
0.07,,,"[369, 81, 372, 469]",,,0.0,,,0.45,,,0.01,,,0.09,,,0.22,,,0.15,,
0.07,,,"[369, 97, 370, 456]",,,0.0,,,0.35,,,0.02,,,0.29,,,0.24,,,0.04,,
0.12,,,"[365, 101, 369, 452]",,,0.0,,,0.36,,,0.0,,,0.28,,,0.22,,,0.02,,
0.13,,,"[366, 106, 371, 455]",,,0.0,,,0.18,,,0.01,,,0.51,,,0.16,,,0.01,,
0.13,,,"[365, 105, 375, 460]",,,0.0,,,0.22,,,0.0,,,0.4,,,0.24,,,0.0,,
0.13,,,"[368, 107, 371, 454]",,,0.0,,,0.3,,,0.0,,,0.35,,,0.2,,,0.02,,
0.15,,,"[371, 104, 377, 457]",,,0.0,,,0.24,,,0.0,,,0.32,,,0.24,,,0.04,,
0.12,,,"[380, 109, 372, 457]",,,0.0,,,0.15,,,0.0,,,0.5,,,0.21,,,0.02,,
0.12,,,"[383, 122, 356, 438]",,,0.0,,,0.11,,,0.0,,,0.49,,,0.26,,,0.01,,
0.05,,,"[396, 120, 363, 440]",,,0.0,,,0.11,,,0.0,,,0.59,,,0.25,,,0.0,,
0.1,,,"[403, 123, 363, 439]",,,0.0,,,0.11,,,0.0,,,0.56,,,0.22,,,0.0,,
0.11,,,"[411, 124, 364, 441]",,,0.0,,,0.12,,,0.0,,,0.6,,,0.16,,,0.0,,
0.18,,,"[420, 122, 361, 442]",,,0.0,,,0.2,,,0.0,,,0.46,,,0.15,,,0.01,,
0.11,,,"[427, 113, 371, 470]",,,0.0,,,0.13,,,0.01,,,0.57,,,0.19,,,0.0,,
0.13,,,"[438, 115, 362, 440]",,,0.0,,,0.23,,,0.0,,,0.48,,,0.14,,,0.01,,
0.15,,,"[454, 127, 356, 425]",,,0.0,,,0.26,,,0.01,,,0.45,,,0.12,,,0.02,,
0.25,,,"[464, 118, 352, 435]",,,0.0,,,0.29,,,0.01,,,0.34,,,0.09,,,0.03,,
0.32,,,"[474, 130, 351, 421]",,,0.0,,,0.11,,,0.01,,,0.49,,,0.07,,,0.01,,
0.28,,,"[474, 115, 361, 450]",,,0.0,,,0.07,,,0.06,,,0.49,,,0.09,,,0.02,,
0.27,,,"[484, 116, 360, 440]",,,0.0,,,0.23,,,0.1,,,0.15,,,0.17,,,0.08,,
0.08,,,"[486, 110, 361, 457]",,,0.0,,,0.14,,,0.4,,,0.25,,,0.09,,,0.04,,
0.09,,,"[486, 101, 374, 470]",,,0.0,,,0.06,,,0.58,,,0.12,,,0.13,,,0.03,,
0.08,,,"[484, 100, 381, 475]",,,0.0,,,0.04,,,0.52,,,0.17,,,0.18,,,0.01,,
0.05,,,"[488, 105, 375, 469]",,,0.0,,,0.04,,,0.48,,,0.23,,,0.17,,,0.03,,
0.14,,,"[515, 118, 341, 422]",,,0.0,,,0.2,,,0.13,,,0.08,,,0.43,,,0.02,,
0.06,,,"[485, 108, 380, 462]",,,0.0,,,0.07,,,0.35,,,0.25,,,0.25,,,0.01,,
0.12,,,"[496, 116, 376, 453]",,,0.0,,,0.08,,,0.35,,,0.26,,,0.18,,,0.02,,
0.19,,,"[499, 116, 376, 455]",,,0.0,,,0.07,,,0.23,,,0.3,,,0.17,,,0.03,,
0.14,,,"[497, 120, 377, 449]",,,0.0,,,0.1,,,0.28,,,0.24,,,0.18,,,0.06,,
0.04,,,"[506, 110, 377, 462]",,,0.0,,,0.07,,,0.52,,,0.23,,,0.11,,,0.03,,
0.03,,,"[515, 113, 359, 453]",,,0.0,,,0.04,,,0.64,,,0.09,,,0.13,,,0.05,,
0.03,,,"[497, 103, 369, 462]",,,0.0,,,0.01,,,0.7,,,0.13,,,0.11,,,0.02,,
0.04,,,"[504, 105, 358, 447]",,,0.0,,,0.01,,,0.72,,,0.07,,,0.14,,,0.02,,
0.03,,,"[526, 103, 356, 426]",,,0.0,,,0.03,,,0.55,,,0.11,,,0.25,,,0.03,,
0.08,,,"[483, 78, 391, 491]",,,0.0,,,0.02,,,0.45,,,0.18,,,0.25,,,0.02,,
0.09,,,"[499, 80, 371, 469]",,,0.0,,,0.02,,,0.23,,,0.22,,,0.34,,,0.1,,
0.07,,,"[479, 84, 355, 467]",,,0.0,,,0.06,,,0.13,,,0.17,,,0.36,,,0.21,,
0.04,,,"[461, 93, 368, 466]",,,0.0,,,0.12,,,0.07,,,0.26,,,0.45,,,0.06,,
0.05,,,"[452, 92, 363, 464]",,,0.0,,,0.12,,,0.17,,,0.32,,,0.32,,,0.01,,
0.06,,,"[447, 94, 361, 467]",,,0.0,,,0.12,,,0.15,,,0.43,,,0.22,,,0.01,,
0.08,,,"[450, 99, 357, 459]",,,0.0,,,0.13,,,0.05,,,0.52,,,0.22,,,0.01,,
0.11,,,"[448, 104, 355, 457]",,,0.0,,,0.16,,,0.03,,,0.4,,,0.29,,,0.0,,
0.12,,,"[434, 106, 365, 460]",,,0.0,,,0.1,,,0.01,,,0.57,,,0.2,,,0.0,,
0.15,,,"[439, 113, 361, 450]",,,0.0,,,0.09,,,0.01,,,0.55,,,0.2,,,0.0,,
0.21,,,"[425, 114, 370, 459]",,,0.0,,,0.09,,,0.0,,,0.53,,,0.16,,,0.0,,
0.18,,,"[421, 122, 365, 452]",,,0.0,,,0.05,,,0.0,,,0.67,,,0.1,,,0.0,,
0.17,,,"[420, 138, 357, 433]",,,0.0,,,0.05,,,0.0,,,0.62,,,0.15,,,0.0,,
0.15,,,"[410, 139, 361, 439]",,,0.0,,,0.08,,,0.0,,,0.59,,,0.18,,,0.0,,
0.15,,,"[402, 143, 362, 438]",,,0.0,,,0.11,,,0.0,,,0.56,,,0.18,,,0.0,,
0.15,,,"[386, 133, 371, 459]",,,0.0,,,0.11,,,0.01,,,0.56,,,0.15,,,0.01,,
0.21,,,"[383, 135, 368, 458]",,,0.0,,,0.2,,,0.0,,,0.35,,,0.23,,,0.0,,
0.17,,,"[381, 136, 367, 453]",,,0.0,,,0.16,,,0.0,,,0.45,,,0.21,,,0.01,,
0.18,,,"[373, 135, 370, 454]",,,0.0,,,0.18,,,0.0,,,0.42,,,0.22,,,0.01,,
0.09,,,"[369, 135, 369, 449]",,,0.0,,,0.12,,,0.0,,,0.62,,,0.15,,,0.01,,
0.09,,,"[361, 133, 368, 447]",,,0.0,,,0.14,,,0.0,,,0.64,,,0.1,,,0.03,,
0.09,,,"[361, 131, 367, 455]",,,0.0,,,0.06,,,0.0,,,0.71,,,0.12,,,0.01,,
0.16,,,"[355, 138, 363, 446]",,,0.0,,,0.2,,,0.0,,,0.43,,,0.18,,,0.02,,
0.11,,,"[346, 127, 367, 453]",,,0.0,,,0.24,,,0.0,,,0.47,,,0.15,,,0.03,,
0.09,,,"[344, 123, 367, 454]",,,0.0,,,0.1,,,0.0,,,0.63,,,0.16,,,0.01,,
0.1,,,"[343, 122, 370, 453]",,,0.0,,,0.11,,,0.0,,,0.59,,,0.19,,,0.01,,
0.15,,,"[343, 124, 369, 449]",,,0.0,,,0.27,,,0.0,,,0.38,,,0.17,,,0.02,,
0.14,,,"[345, 123, 368, 447]",,,0.0,,,0.19,,,0.0,,,0.48,,,0.17,,,0.01,,
0.15,,,"[347, 123, 367, 445]",,,0.0,,,0.15,,,0.0,,,0.53,,,0.16,,,0.01,,
0.17,,,"[344, 125, 365, 442]",,,0.0,,,0.12,,,0.0,,,0.54,,,0.16,,,0.01,,
0.12,,,"[341, 124, 363, 443]",,,0.0,,,0.09,,,0.0,,,0.54,,,0.24,,,0.0,,
0.16,,,"[325, 121, 369, 450]",,,0.0,,,0.08,,,0.0,,,0.58,,,0.18,,,0.0,,
0.11,,,"[313, 123, 370, 447]",,,0.0,,,0.11,,,0.0,,,0.48,,,0.29,,,0.0,,
0.12,,,"[299, 130, 370, 451]",,,0.0,,,0.15,,,0.0,,,0.59,,,0.12,,,0.0,,
0.2,,,"[286, 126, 378, 466]",,,0.0,,,0.24,,,0.0,,,0.32,,,0.23,,,0.01,,
0.3,,,"[272, 119, 379, 473]",,,0.0,,,0.19,,,0.01,,,0.24,,,0.26,,,0.0,,
0.29,,,"[267, 122, 377, 473]",,,0.0,,,0.2,,,0.01,,,0.27,,,0.24,,,0.0,,
0.25,,,"[262, 131, 373, 469]",,,0.0,,,0.2,,,0.01,,,0.23,,,0.32,,,0.0,,
0.3,,,"[254, 133, 382, 481]",,,0.0,,,0.1,,,0.01,,,0.25,,,0.34,,,0.0,,
0.32,,,"[259, 147, 372, 461]",,,0.0,,,0.07,,,0.0,,,0.2,,,0.42,,,0.0,,
0.32,,,"[259, 140, 372, 466]",,,0.0,,,0.09,,,0.0,,,0.33,,,0.25,,,0.01,,
0.34,,,"[254, 148, 374, 466]",,,0.0,,,0.11,,,0.0,,,0.36,,,0.19,,,0.0,,
0.35,,,"[252, 152, 370, 458]",,,0.0,,,0.09,,,0.0,,,0.37,,,0.19,,,0.0,,
0.39,,,"[249, 153, 371, 451]",,,0.0,,,0.05,,,0.0,,,0.38,,,0.17,,,0.0,,
0.32,,,"[252, 153, 369, 448]",,,0.0,,,0.05,,,0.0,,,0.37,,,0.25,,,0.0,,
0.21,,,"[253, 148, 370, 448]",,,0.0,,,0.08,,,0.0,,,0.45,,,0.26,,,0.0,,
0.15,,,"[261, 147, 368, 449]",,,0.0,,,0.06,,,0.0,,,0.52,,,0.26,,,0.0,,
0.2,,,"[269, 146, 373, 448]",,,0.0,,,0.05,,,0.0,,,0.48,,,0.26,,,0.0,,
0.2,,,"[284, 138, 377, 457]",,,0.0,,,0.08,,,0.0,,,0.44,,,0.27,,,0.0,,
0.23,,,"[306, 137, 384, 460]",,,0.0,,,0.07,,,0.0,,,0.44,,,0.25,,,0.0,,
0.22,,,"[336, 134, 382, 463]",,,0.0,,,0.09,,,0.0,,,0.44,,,0.25,,,0.0,,
0.16,,,"[368, 137, 370, 448]",,,0.0,,,0.1,,,0.0,,,0.51,,,0.23,,,0.0,,
0.09,,,"[398, 136, 367, 444]",,,0.0,,,0.12,,,0.0,,,0.57,,,0.21,,,0.01,,
0.12,,,"[426, 136, 365, 444]",,,0.0,,,0.09,,,0.0,,,0.63,,,0.16,,,0.0,,
0.14,,,"[450, 131, 366, 446]",,,0.0,,,0.09,,,0.01,,,0.58,,,0.18,,,0.01,,
0.16,,,"[475, 143, 361, 429]",,,0.0,,,0.11,,,0.01,,,0.5,,,0.21,,,0.01,,
0.19,,,"[490, 139, 361, 437]",,,0.0,,,0.11,,,0.02,,,0.48,,,0.2,,,0.01,,
0.19,,,"[510, 139, 359, 431]",,,0.0,,,0.08,,,0.02,,,0.55,,,0.15,,,0.01,,
0.17,,,"[524, 154, 350, 413]",,,0.0,,,0.16,,,0.01,,,0.36,,,0.29,,,0.01,,
0.33,,,"[537, 155, 343, 405]",,,0.0,,,0.08,,,0.01,,,0.38,,,0.19,,,0.01,,
0.26,,,"[536, 148, 349, 416]",,,0.0,,,0.15,,,0.02,,,0.38,,,0.16,,,0.03,,
0.32,,,"[536, 136, 354, 424]",,,0.0,,,0.07,,,0.05,,,0.46,,,0.1,,,0.02,,
0.39,,,"[537, 131, 357, 425]",,,0.0,,,0.06,,,0.07,,,0.38,,,0.07,,,0.02,,
0.27,,,"[536, 133, 353, 424]",,,0.0,,,0.22,,,0.03,,,0.12,,,0.18,,,0.18,,
0.16,,,"[529, 126, 365, 441]",,,0.0,,,0.13,,,0.22,,,0.13,,,0.28,,,0.09,,
0.09,,,"[528, 120, 370, 448]",,,0.0,,,0.12,,,0.38,,,0.07,,,0.27,,,0.08,,
0.13,,,"[529, 123, 365, 443]",,,0.0,,,0.14,,,0.32,,,0.06,,,0.26,,,0.08,,
0.16,,,"[524, 122, 366, 440]",,,0.0,,,0.14,,,0.26,,,0.06,,,0.26,,,0.12,,
0.24,,,"[525, 126, 364, 436]",,,0.0,,,0.14,,,0.21,,,0.09,,,0.23,,,0.08,,
0.22,,,"[529, 127, 359, 431]",,,0.0,,,0.12,,,0.18,,,0.15,,,0.28,,,0.05,,
0.21,,,"[527, 128, 361, 431]",,,0.0,,,0.1,,,0.37,,,0.12,,,0.18,,,0.04,,
0.29,,,"[526, 127, 363, 433]",,,0.0,,,0.11,,,0.3,,,0.1,,,0.16,,,0.04,,
0.32,,,"[523, 124, 365, 435]",,,0.0,,,0.07,,,0.25,,,0.18,,,0.16,,,0.04,,
0.39,,,"[524, 124, 364, 436]",,,0.0,,,0.06,,,0.15,,,0.24,,,0.13,,,0.03,,
0.32,,,"[524, 124, 365, 438]",,,0.0,,,0.05,,,0.21,,,0.26,,,0.13,,,0.03,,
0.35,,,"[531, 131, 354, 418]",,,0.0,,,0.15,,,0.04,,,0.24,,,0.18,,,0.04,,
0.4,,,"[524, 125, 365, 435]",,,0.0,,,0.05,,,0.09,,,0.27,,,0.16,,,0.03,,
0.42,,,"[523, 127, 362, 431]",,,0.0,,,0.06,,,0.09,,,0.25,,,0.14,,,0.04,,
0.38,,,"[517, 125, 363, 432]",,,0.0,,,0.05,,,0.12,,,0.28,,,0.13,,,0.04,,
0.33,,,"[512, 121, 362, 432]",,,0.0,,,0.09,,,0.11,,,0.28,,,0.16,,,0.03,,
0.3,,,"[499, 113, 367, 443]",,,0.0,,,0.1,,,0.06,,,0.3,,,0.22,,,0.02,,
0.18,,,"[495, 119, 362, 439]",,,0.0,,,0.1,,,0.48,,,0.08,,,0.11,,,0.05,,
0.09,,,"[491, 117, 361, 438]",,,0.0,,,0.07,,,0.7,,,0.04,,,0.08,,,0.02,,
0.14,,,"[485, 117, 360, 438]",,,0.0,,,0.14,,,0.45,,,0.09,,,0.13,,,0.05,,
0.15,,,"[479, 113, 362, 442]",,,0.0,,,0.07,,,0.37,,,0.11,,,0.29,,,0.0,,
0.05,,,"[474, 106, 359, 449]",,,0.0,,,0.13,,,0.12,,,0.15,,,0.54,,,0.0,,
0.1,,,"[476, 119, 351, 432]",,,0.0,,,0.13,,,0.13,,,0.11,,,0.52,,,0.01,,
0.07,,,"[469, 114, 353, 444]",,,0.0,,,0.17,,,0.07,,,0.13,,,0.55,,,0.01,,
0.06,,,"[449, 103, 361, 470]",,,0.0,,,0.1,,,0.12,,,0.25,,,0.46,,,0.01,,
0.11,,,"[444, 107, 363, 460]",,,0.0,,,0.11,,,0.11,,,0.22,,,0.44,,,0.01,,
0.15,,,"[440, 108, 362, 452]",,,0.0,,,0.16,,,0.12,,,0.19,,,0.35,,,0.02,,
0.15,,,"[447, 108, 351, 447]",,,0.0,,,0.14,,,0.3,,,0.08,,,0.31,,,0.02,,
0.13,,,"[434, 103, 365, 457]",,,0.0,,,0.12,,,0.29,,,0.21,,,0.21,,,0.04,,
0.15,,,"[436, 104, 364, 454]",,,0.0,,,0.15,,,0.2,,,0.16,,,0.25,,,0.09,,
0.13,,,"[430, 102, 363, 458]",,,0.0,,,0.1,,,0.21,,,0.24,,,0.28,,,0.05,,
0.11,,,"[431, 100, 361, 456]",,,0.0,,,0.25,,,0.11,,,0.14,,,0.27,,,0.11,,
0.15,,,"[428, 103, 360, 452]",,,0.0,,,0.2,,,0.1,,,0.12,,,0.37,,,0.06,,
0.08,,,"[427, 110, 363, 449]",,,0.0,,,0.23,,,0.06,,,0.07,,,0.53,,,0.03,,
0.06,,,"[423, 110, 363, 447]",,,0.0,,,0.38,,,0.04,,,0.09,,,0.39,,,0.05,,
0.06,,,"[420, 103, 358, 448]",,,0.0,,,0.37,,,0.04,,,0.09,,,0.38,,,0.06,,
0.11,,,"[416, 104, 366, 450]",,,0.0,,,0.42,,,0.05,,,0.14,,,0.24,,,0.04,,
0.09,,,"[415, 103, 363, 441]",,,0.0,,,0.32,,,0.03,,,0.24,,,0.29,,,0.04,,
0.19,,,"[407, 101, 372, 450]",,,0.0,,,0.24,,,0.02,,,0.31,,,0.21,,,0.02,,
0.16,,,"[415, 104, 355, 428]",,,0.0,,,0.2,,,0.01,,,0.39,,,0.22,,,0.03,,
0.12,,,"[411, 105, 355, 430]",,,0.0,,,0.18,,,0.01,,,0.32,,,0.34,,,0.02,,
0.13,,,"[407, 104, 357, 433]",,,0.0,,,0.16,,,0.01,,,0.35,,,0.34,,,0.01,,
0.08,,,"[403, 104, 359, 439]",,,0.0,,,0.34,,,0.06,,,0.15,,,0.31,,,0.07,,
0.04,,,"[391, 108, 358, 446]",,,0.0,,,0.42,,,0.02,,,0.02,,,0.28,,,0.21,,
0.03,,,"[386, 105, 363, 451]",,,0.0,,,0.21,,,0.06,,,0.03,,,0.6,,,0.06,,
0.06,,,"[388, 95, 366, 456]",,,0.0,,,0.23,,,0.08,,,0.04,,,0.46,,,0.12,,
0.1,,,"[393, 97, 364, 450]",,,0.0,,,0.25,,,0.03,,,0.24,,,0.33,,,0.05,,
0.07,,,"[395, 99, 364, 445]",,,0.0,,,0.2,,,0.08,,,0.34,,,0.29,,,0.02,,
0.09,,,"[395, 102, 363, 443]",,,0.0,,,0.17,,,0.03,,,0.37,,,0.34,,,0.01,,
0.09,,,"[397, 104, 362, 445]",,,0.0,,,0.17,,,0.02,,,0.28,,,0.43,,,0.01,,
0.17,,,"[398, 105, 364, 460]",,,0.0,,,0.41,,,0.01,,,0.13,,,0.27,,,0.01,,
0.16,,,"[399, 104, 365, 464]",,,0.0,,,0.31,,,0.02,,,0.17,,,0.35,,,0.01,,
0.07,,,"[397, 111, 359, 438]",,,0.0,,,0.21,,,0.09,,,0.35,,,0.27,,,0.01,,
0.14,,,"[392, 99, 379, 455]",,,0.0,,,0.2,,,0.03,,,0.42,,,0.2,,,0.01,,
0.09,,,"[395, 101, 374, 448]",,,0.0,,,0.15,,,0.01,,,0.48,,,0.25,,,0.01,,
0.08,,,"[397, 105, 360, 440]",,,0.0,,,0.14,,,0.01,,,0.49,,,0.27,,,0.01,,
0.11,,,"[396, 104, 371, 450]",,,0.0,,,0.24,,,0.0,,,0.43,,,0.21,,,0.01,,
0.11,,,"[397, 105, 355, 428]",,,0.0,,,0.11,,,0.0,,,0.49,,,0.27,,,0.01,,
0.11,,,"[396, 105, 354, 427]",,,0.0,,,0.11,,,0.0,,,0.48,,,0.3,,,0.0,,
0.1,,,"[396, 105, 359, 425]",,,0.0,,,0.11,,,0.0,,,0.54,,,0.25,,,0.0,,
0.09,,,"[394, 105, 359, 427]",,,0.0,,,0.1,,,0.0,,,0.47,,,0.35,,,0.0,,
0.07,,,"[395, 107, 360, 427]",,,0.0,,,0.09,,,0.0,,,0.39,,,0.45,,,0.0,,
0.11,,,"[384, 98, 374, 459]",,,0.0,,,0.13,,,0.01,,,0.55,,,0.2,,,0.01,,
0.12,,,"[386, 99, 374, 460]",,,0.0,,,0.09,,,0.01,,,0.57,,,0.2,,,0.0,,
0.15,,,"[389, 105, 369, 454]",,,0.0,,,0.07,,,0.01,,,0.55,,,0.22,,,0.0,,
0.12,,,"[390, 112, 355, 435]",,,0.0,,,0.15,,,0.02,,,0.15,,,0.55,,,0.0,,
0.12,,,"[389, 112, 356, 432]",,,0.0,,,0.14,,,0.05,,,0.1,,,0.59,,,0.0,,
0.06,,,"[388, 110, 360, 424]",,,0.0,,,0.11,,,0.01,,,0.1,,,0.72,,,0.0,,
0.04,,,"[384, 106, 363, 426]",,,0.0,,,0.12,,,0.02,,,0.12,,,0.69,,,0.0,,
0.06,,,"[380, 105, 362, 424]",,,0.0,,,0.15,,,0.01,,,0.32,,,0.46,,,0.0,,
0.04,,,"[367, 105, 365, 425]",,,0.0,,,0.05,,,0.0,,,0.69,,,0.21,,,0.0,,
0.05,,,"[360, 107, 363, 422]",,,0.0,,,0.06,,,0.0,,,0.68,,,0.21,,,0.0,,
0.07,,,"[360, 104, 355, 424]",,,0.0,,,0.09,,,0.0,,,0.39,,,0.44,,,0.0,,
0.08,,,"[352, 104, 355, 426]",,,0.0,,,0.04,,,0.0,,,0.59,,,0.29,,,0.0,,
0.1,,,"[347, 106, 356, 424]",,,0.0,,,0.04,,,0.0,,,0.59,,,0.26,,,0.0,,
0.1,,,"[344, 107, 358, 426]",,,0.0,,,0.04,,,0.0,,,0.64,,,0.22,,,0.0,,
0.07,,,"[340, 108, 362, 432]",,,0.0,,,0.06,,,0.0,,,0.59,,,0.28,,,0.0,,
0.07,,,"[333, 108, 365, 439]",,,0.0,,,0.03,,,0.0,,,0.81,,,0.09,,,0.0,,
0.05,,,"[339, 118, 355, 431]",,,0.0,,,0.07,,,0.0,,,0.64,,,0.24,,,0.0,,
0.05,,,"[334, 114, 358, 445]",,,0.0,,,0.19,,,0.01,,,0.04,,,0.7,,,0.01,,
0.12,,,"[315, 106, 374, 467]",,,0.0,,,0.23,,,0.01,,,0.01,,,0.62,,,0.01,,
0.05,,,"[317, 104, 369, 456]",,,0.0,,,0.24,,,0.01,,,0.01,,,0.68,,,0.01,,
0.16,,,"[325, 103, 372, 453]",,,0.0,,,0.2,,,0.1,,,0.04,,,0.49,,,0.01,,
0.17,,,"[336, 98, 381, 469]",,,0.0,,,0.22,,,0.02,,,0.09,,,0.45,,,0.05,,
0.11,,,"[337, 99, 380, 458]",,,0.0,,,0.19,,,0.07,,,0.19,,,0.43,,,0.02,,
0.07,,,"[334, 103, 364, 443]",,,0.0,,,0.15,,,0.08,,,0.3,,,0.4,,,0.02,,
0.09,,,"[316, 98, 377, 449]",,,0.0,,,0.25,,,0.06,,,0.27,,,0.33,,,0.01,,
0.14,,,"[310, 96, 382, 471]",,,0.0,,,0.37,,,0.08,,,0.11,,,0.29,,,0.01,,
0.22,,,"[311, 90, 394, 503]",,,0.0,,,0.09,,,0.01,,,0.02,,,0.61,,,0.04,,
0.12,,,"[326, 93, 375, 475]",,,0.0,,,0.27,,,0.03,,,0.02,,,0.54,,,0.03,,
0.15,,,"[337, 68, 388, 515]",,,0.0,,,0.08,,,0.08,,,0.08,,,0.58,,,0.04,,
0.07,,,"[345, 89, 379, 476]",,,0.0,,,0.12,,,0.14,,,0.22,,,0.43,,,0.02,,
0.14,,,"[357, 102, 371, 456]",,,0.0,,,0.16,,,0.03,,,0.45,,,0.22,,,0.01,,
0.19,,,"[363, 111, 369, 453]",,,0.0,,,0.13,,,0.01,,,0.38,,,0.28,,,0.01,,
0.14,,,"[371, 122, 360, 438]",,,0.0,,,0.12,,,0.0,,,0.44,,,0.29,,,0.0,,
0.14,,,"[387, 123, 360, 437]",,,0.0,,,0.1,,,0.0,,,0.49,,,0.27,,,0.0,,
0.2,,,"[407, 127, 352, 436]",,,0.0,,,0.12,,,0.0,,,0.39,,,0.29,,,0.0,,
0.14,,,"[403, 113, 369, 463]",,,0.0,,,0.03,,,0.01,,,0.71,,,0.11,,,0.0,,
0.31,,,"[409, 106, 376, 481]",,,0.0,,,0.14,,,0.04,,,0.33,,,0.16,,,0.03,,
0.21,,,"[415, 105, 367, 457]",,,0.0,,,0.17,,,0.07,,,0.08,,,0.41,,,0.05,,
0.17,,,"[422, 95, 370, 467]",,,0.0,,,0.09,,,0.17,,,0.06,,,0.47,,,0.04,,
0.09,,,"[431, 97, 367, 459]",,,0.0,,,0.08,,,0.38,,,0.11,,,0.32,,,0.02,,
0.12,,,"[432, 95, 364, 460]",,,0.0,,,0.23,,,0.25,,,0.13,,,0.24,,,0.04,,
0.18,,,"[438, 98, 366, 454]",,,0.0,,,0.23,,,0.19,,,0.11,,,0.28,,,0.02,,
0.2,,,"[436, 99, 365, 453]",,,0.0,,,0.21,,,0.16,,,0.12,,,0.29,,,0.03,,
0.29,,,"[441, 105, 360, 443]",,,0.0,,,0.18,,,0.12,,,0.23,,,0.18,,,0.01,,
0.23,,,"[436, 106, 355, 432]",,,0.0,,,0.15,,,0.06,,,0.21,,,0.33,,,0.02,,
0.1,,,"[441, 115, 357, 433]",,,0.0,,,0.05,,,0.49,,,0.27,,,0.08,,,0.01,,
0.19,,,"[445, 111, 354, 436]",,,0.0,,,0.17,,,0.13,,,0.29,,,0.21,,,0.01,,
0.14,,,"[435, 109, 356, 451]",,,0.0,,,0.22,,,0.03,,,0.38,,,0.22,,,0.01,,
0.11,,,"[443, 102, 363, 447]",,,0.0,,,0.09,,,0.06,,,0.57,,,0.16,,,0.01,,
0.14,,,"[444, 105, 359, 442]",,,0.0,,,0.12,,,0.01,,,0.51,,,0.22,,,0.0,,
0.23,,,"[440, 108, 358, 436]",,,0.0,,,0.16,,,0.03,,,0.38,,,0.19,,,0.0,,
0.32,,,"[433, 107, 354, 435]",,,0.0,,,0.13,,,0.06,,,0.33,,,0.15,,,0.01,,
0.27,,,"[421, 100, 363, 468]",,,0.0,,,0.29,,,0.04,,,0.24,,,0.13,,,0.02,,
0.2,,,"[407, 93, 367, 468]",,,0.0,,,0.3,,,0.16,,,0.18,,,0.14,,,0.02,,
0.08,,,"[408, 88, 368, 457]",,,0.0,,,0.12,,,0.16,,,0.37,,,0.26,,,0.02,,
0.07,,,"[407, 85, 370, 461]",,,0.0,,,0.24,,,0.07,,,0.2,,,0.4,,,0.02,,
0.08,,,"[409, 85, 368, 462]",,,0.0,,,0.22,,,0.11,,,0.14,,,0.44,,,0.01,,
0.05,,,"[407, 89, 367, 457]",,,0.0,,,0.07,,,0.15,,,0.12,,,0.6,,,0.0,,
0.03,,,"[403, 95, 361, 449]",,,0.0,,,0.09,,,0.08,,,0.17,,,0.62,,,0.01,,
0.05,,,"[397, 95, 358, 442]",,,0.0,,,0.08,,,0.07,,,0.07,,,0.72,,,0.0,,
0.13,,,"[395, 90, 365, 448]",,,0.0,,,0.24,,,0.13,,,0.07,,,0.43,,,0.0,,
0.16,,,"[382, 81, 372, 455]",,,0.0,,,0.25,,,0.26,,,0.06,,,0.26,,,0.01,,
0.05,,,"[383, 90, 362, 435]",,,0.0,,,0.21,,,0.17,,,0.08,,,0.49,,,0.0,,
0.15,,,"[376, 90, 365, 443]",,,0.0,,,0.17,,,0.06,,,0.28,,,0.33,,,0.01,,
0.11,,,"[374, 99, 364, 435]",,,0.0,,,0.2,,,0.02,,,0.23,,,0.43,,,0.01,,
0.1,,,"[367, 107, 368, 437]",,,0.0,,,0.13,,,0.01,,,0.55,,,0.22,,,0.0,,
