angry0,angry1,angry2,box0,box1,box2,disgust0,disgust1,disgust2,fear0,fear1,fear2,happy0,happy1,happy2,neutral0,neutral1,neutral2,sad0,sad1,sad2,surprise0,surprise1,surprise2
0.26,,,"[395, 116, 328, 413]",,,0.0,,,0.09,,,0.0,,,0.44,,,0.2,,,0.0,,
0.18,,,"[386, 121, 340, 419]",,,0.0,,,0.1,,,0.01,,,0.54,,,0.15,,,0.01,,
0.1,,,"[388, 124, 335, 416]",,,0.0,,,0.15,,,0.01,,,0.47,,,0.25,,,0.01,,
0.12,,,"[391, 123, 335, 417]",,,0.0,,,0.15,,,0.01,,,0.49,,,0.22,,,0.01,,
0.11,,,"[403, 130, 324, 406]",,,0.0,,,0.11,,,0.01,,,0.41,,,0.35,,,0.0,,
0.15,,,"[403, 127, 327, 409]",,,0.0,,,0.11,,,0.01,,,0.37,,,0.35,,,0.0,,
0.16,,,"[407, 129, 327, 408]",,,0.0,,,0.15,,,0.0,,,0.46,,,0.23,,,0.0,,
0.15,,,"[404, 118, 327, 409]",,,0.0,,,0.15,,,0.0,,,0.28,,,0.4,,,0.01,,
0.23,,,"[404, 116, 326, 410]",,,0.0,,,0.15,,,0.0,,,0.27,,,0.33,,,0.01,,
0.27,,,"[410, 121, 320, 416]",,,0.0,,,0.18,,,0.0,,,0.38,,,0.16,,,0.0,,
0.26,,,"[399, 119, 330, 420]",,,0.0,,,0.12,,,0.0,,,0.45,,,0.16,,,0.0,,
0.18,,,"[405, 120, 314, 416]",,,0.0,,,0.14,,,0.01,,,0.38,,,0.29,,,0.0,,
0.41,,,"[396, 116, 329, 427]",,,0.0,,,0.1,,,0.0,,,0.23,,,0.24,,,0.01,,
0.44,,,"[394, 112, 330, 432]",,,0.0,,,0.1,,,0.01,,,0.19,,,0.25,,,0.01,,
0.4,,,"[392, 110, 331, 432]",,,0.0,,,0.11,,,0.01,,,0.18,,,0.29,,,0.01,,
0.36,,,"[390, 109, 331, 430]",,,0.0,,,0.15,,,0.01,,,0.24,,,0.24,,,0.01,,
0.33,,,"[392, 111, 327, 422]",,,0.0,,,0.14,,,0.02,,,0.25,,,0.25,,,0.0,,
0.35,,,"[393, 110, 326, 421]",,,0.0,,,0.12,,,0.03,,,0.31,,,0.19,,,0.0,,
0.13,,,"[397, 110, 321, 411]",,,0.0,,,0.12,,,0.01,,,0.41,,,0.33,,,0.0,,
0.14,,,"[399, 110, 317, 407]",,,0.0,,,0.18,,,0.01,,,0.39,,,0.28,,,0.0,,
0.16,,,"[400, 107, 316, 408]",,,0.0,,,0.18,,,0.01,,,0.29,,,0.37,,,0.0,,
0.16,,,"[401, 108, 316, 405]",,,0.0,,,0.15,,,0.0,,,0.22,,,0.47,,,0.0,,
0.11,,,"[402, 107, 315, 405]",,,0.0,,,0.18,,,0.0,,,0.29,,,0.42,,,0.0,,
0.1,,,"[401, 109, 316, 403]",,,0.0,,,0.24,,,0.0,,,0.27,,,0.38,,,0.0,,
0.07,,,"[404, 111, 315, 400]",,,0.0,,,0.1,,,0.0,,,0.21,,,0.61,,,0.0,,
0.07,,,"[401, 109, 316, 402]",,,0.0,,,0.1,,,0.0,,,0.18,,,0.65,,,0.0,,
0.09,,,"[398, 109, 318, 407]",,,0.0,,,0.11,,,0.01,,,0.16,,,0.63,,,0.0,,
0.15,,,"[393, 105, 323, 417]",,,0.0,,,0.14,,,0.01,,,0.18,,,0.51,,,0.0,,
0.14,,,"[396, 102, 320, 415]",,,0.0,,,0.18,,,0.02,,,0.2,,,0.46,,,0.01,,
0.17,,,"[407, 99, 316, 413]",,,0.0,,,0.12,,,0.01,,,0.2,,,0.51,,,0.0,,
0.23,,,"[417, 102, 318, 411]",,,0.0,,,0.19,,,0.02,,,0.34,,,0.21,,,0.0,,
0.27,,,"[434, 101, 309, 406]",,,0.0,,,0.13,,,0.01,,,0.3,,,0.29,,,0.0,,
0.21,,,"[453, 103, 305, 404]",,,0.0,,,0.13,,,0.02,,,0.33,,,0.31,,,0.0,,
0.22,,,"[466, 101, 303, 397]",,,0.0,,,0.08,,,0.01,,,0.34,,,0.34,,,0.0,,
0.21,,,"[476, 98, 304, 404]",,,0.0,,,0.08,,,0.01,,,0.49,,,0.2,,,0.0,,
0.14,,,"[472, 96, 326, 420]",,,0.0,,,0.12,,,0.01,,,0.6,,,0.13,,,0.01,,
0.36,,,"[507, 113, 303, 393]",,,0.0,,,0.08,,,0.01,,,0.41,,,0.14,,,0.0,,
0.15,,,"[509, 106, 319, 422]",,,0.0,,,0.08,,,0.02,,,0.57,,,0.18,,,0.0,,
0.29,,,"[547, 126, 298, 393]",,,0.0,,,0.13,,,0.01,,,0.38,,,0.19,,,0.0,,
0.31,,,"[547, 117, 313, 422]",,,0.0,,,0.07,,,0.02,,,0.5,,,0.09,,,0.01,,
0.28,,,"[546, 120, 316, 423]",,,0.0,,,0.08,,,0.02,,,0.43,,,0.18,,,0.01,,
0.42,,,"[561, 136, 301, 392]",,,0.0,,,0.11,,,0.01,,,0.35,,,0.12,,,0.0,,
0.55,,,"[566, 145, 295, 371]",,,0.0,,,0.03,,,0.0,,,0.38,,,0.05,,,0.0,,
0.35,,,"[534, 125, 314, 404]",,,0.0,,,0.04,,,0.0,,,0.55,,,0.06,,,0.0,,
0.4,,,"[532, 124, 316, 403]",,,0.0,,,0.03,,,0.0,,,0.51,,,0.06,,,0.0,,
0.36,,,"[529, 117, 327, 414]",,,0.0,,,0.06,,,0.01,,,0.52,,,0.06,,,0.0,,
0.29,,,"[531, 117, 323, 419]",,,0.0,,,0.13,,,0.0,,,0.51,,,0.07,,,0.01,,
0.12,,,"[533, 119, 324, 421]",,,0.0,,,0.05,,,0.01,,,0.72,,,0.09,,,0.01,,
0.32,,,"[532, 115, 320, 415]",,,0.0,,,0.18,,,0.01,,,0.41,,,0.08,,,0.01,,
0.25,,,"[528, 118, 323, 414]",,,0.0,,,0.09,,,0.03,,,0.43,,,0.19,,,0.01,,
0.17,,,"[523, 99, 319, 416]",,,0.0,,,0.12,,,0.05,,,0.25,,,0.41,,,0.0,,
0.07,,,"[501, 102, 336, 427]",,,0.0,,,0.06,,,0.06,,,0.34,,,0.46,,,0.0,,
0.08,,,"[499, 104, 333, 432]",,,0.0,,,0.06,,,0.06,,,0.24,,,0.55,,,0.0,,
0.2,,,"[518, 94, 324, 425]",,,0.0,,,0.1,,,0.19,,,0.15,,,0.34,,,0.02,,
0.25,,,"[519, 92, 324, 430]",,,0.0,,,0.13,,,0.07,,,0.14,,,0.4,,,0.02,,
0.22,,,"[522, 98, 319, 422]",,,0.0,,,0.19,,,0.1,,,0.17,,,0.28,,,0.03,,
0.2,,,"[516, 96, 324, 427]",,,0.0,,,0.12,,,0.12,,,0.2,,,0.32,,,0.03,,
0.22,,,"[510, 94, 322, 427]",,,0.0,,,0.14,,,0.11,,,0.23,,,0.22,,,0.08,,
0.17,,,"[502, 94, 321, 420]",,,0.0,,,0.18,,,0.07,,,0.33,,,0.19,,,0.05,,
0.12,,,"[492, 91, 327, 424]",,,0.0,,,0.2,,,0.07,,,0.43,,,0.16,,,0.02,,
0.09,,,"[484, 89, 330, 428]",,,0.0,,,0.1,,,0.04,,,0.58,,,0.18,,,0.01,,
0.12,,,"[476, 92, 329, 430]",,,0.0,,,0.21,,,0.05,,,0.41,,,0.2,,,0.02,,
0.15,,,"[469, 93, 331, 429]",,,0.0,,,0.17,,,0.05,,,0.44,,,0.17,,,0.02,,
0.15,,,"[464, 98, 327, 418]",,,0.0,,,0.13,,,0.06,,,0.47,,,0.16,,,0.02,,
0.23,,,"[455, 96, 327, 417]",,,0.0,,,0.41,,,0.03,,,0.19,,,0.12,,,0.03,,
0.25,,,"[451, 107, 317, 398]",,,0.0,,,0.25,,,0.02,,,0.24,,,0.22,,,0.02,,
0.5,,,"[469, 123, 296, 372]",,,0.0,,,0.23,,,0.01,,,0.08,,,0.16,,,0.02,,
0.38,,,"[465, 123, 295, 372]",,,0.0,,,0.3,,,0.01,,,0.05,,,0.21,,,0.04,,
0.32,,,"[463, 119, 297, 375]",,,0.0,,,0.36,,,0.01,,,0.02,,,0.21,,,0.09,,
0.3,,,"[421, 95, 332, 432]",,,0.0,,,0.33,,,0.03,,,0.06,,,0.21,,,0.06,,
0.2,,,"[422, 96, 327, 428]",,,0.0,,,0.42,,,0.02,,,0.07,,,0.25,,,0.03,,
0.25,,,"[420, 94, 326, 428]",,,0.0,,,0.31,,,0.02,,,0.06,,,0.33,,,0.03,,
0.31,,,"[444, 100, 307, 397]",,,0.0,,,0.37,,,0.0,,,0.04,,,0.23,,,0.04,,
0.16,,,"[414, 81, 330, 435]",,,0.0,,,0.23,,,0.12,,,0.14,,,0.28,,,0.08,,
0.21,,,"[417, 81, 325, 418]",,,0.0,,,0.2,,,0.03,,,0.35,,,0.18,,,0.03,,
0.25,,,"[421, 88, 315, 399]",,,0.0,,,0.14,,,0.01,,,0.5,,,0.09,,,0.0,,
0.28,,,"[418, 88, 317, 398]",,,0.0,,,0.11,,,0.01,,,0.51,,,0.08,,,0.01,,
0.24,,,"[416, 90, 318, 398]",,,0.0,,,0.21,,,0.01,,,0.45,,,0.07,,,0.03,,
0.24,,,"[416, 93, 318, 396]",,,0.0,,,0.27,,,0.01,,,0.37,,,0.08,,,0.03,,
0.33,,,"[422, 98, 314, 389]",,,0.0,,,0.17,,,0.01,,,0.38,,,0.08,,,0.03,,
0.34,,,"[420, 97, 313, 390]",,,0.0,,,0.07,,,0.0,,,0.52,,,0.07,,,0.0,,
0.39,,,"[416, 95, 314, 391]",,,0.0,,,0.13,,,0.0,,,0.37,,,0.08,,,0.02,,
0.34,,,"[433, 114, 294, 366]",,,0.0,,,0.13,,,0.01,,,0.38,,,0.14,,,0.0,,
0.08,,,"[406, 95, 310, 397]",,,0.0,,,0.07,,,0.01,,,0.39,,,0.45,,,0.0,,
0.09,,,"[417, 102, 298, 382]",,,0.0,,,0.07,,,0.0,,,0.47,,,0.37,,,0.0,,
0.12,,,"[411, 95, 308, 403]",,,0.0,,,0.09,,,0.01,,,0.48,,,0.3,,,0.0,,
0.15,,,"[412, 95, 306, 399]",,,0.0,,,0.07,,,0.01,,,0.43,,,0.33,,,0.0,,
0.14,,,"[404, 93, 311, 405]",,,0.0,,,0.07,,,0.01,,,0.49,,,0.29,,,0.0,,
0.15,,,"[412, 101, 297, 384]",,,0.0,,,0.04,,,0.0,,,0.65,,,0.15,,,0.0,,
0.2,,,"[384, 91, 320, 412]",,,0.0,,,0.13,,,0.05,,,0.46,,,0.15,,,0.01,,
0.15,,,"[378, 81, 313, 418]",,,0.0,,,0.24,,,0.03,,,0.15,,,0.39,,,0.04,,
0.1,,,"[379, 84, 309, 411]",,,0.0,,,0.21,,,0.08,,,0.24,,,0.3,,,0.07,,
0.16,,,"[391, 96, 313, 391]",,,0.0,,,0.23,,,0.04,,,0.25,,,0.32,,,0.0,,
0.15,,,"[385, 94, 307, 405]",,,0.0,,,0.15,,,0.04,,,0.38,,,0.29,,,0.0,,
0.21,,,"[384, 91, 314, 418]",,,0.0,,,0.19,,,0.04,,,0.35,,,0.2,,,0.01,,
0.11,,,"[377, 84, 314, 421]",,,0.0,,,0.2,,,0.04,,,0.2,,,0.43,,,0.02,,
0.06,,,"[376, 80, 319, 430]",,,0.0,,,0.28,,,0.1,,,0.14,,,0.33,,,0.09,,
0.14,,,"[390, 85, 321, 429]",,,0.0,,,0.24,,,0.21,,,0.17,,,0.23,,,0.01,,
0.24,,,"[400, 85, 327, 424]",,,0.0,,,0.09,,,0.02,,,0.54,,,0.1,,,0.01,,
0.28,,,"[410, 95, 314, 408]",,,0.0,,,0.07,,,0.0,,,0.47,,,0.18,,,0.0,,
0.22,,,"[410, 87, 326, 422]",,,0.0,,,0.08,,,0.01,,,0.55,,,0.14,,,0.0,,
0.17,,,"[408, 96, 312, 413]",,,0.0,,,0.17,,,0.0,,,0.48,,,0.17,,,0.01,,
0.09,,,"[406, 92, 318, 411]",,,0.0,,,0.27,,,0.0,,,0.42,,,0.19,,,0.03,,
0.13,,,"[404, 92, 323, 419]",,,0.0,,,0.48,,,0.01,,,0.22,,,0.13,,,0.04,,
0.16,,,"[413, 103, 320, 407]",,,0.0,,,0.4,,,0.02,,,0.2,,,0.19,,,0.03,,
0.15,,,"[411, 98, 324, 415]",,,0.0,,,0.29,,,0.03,,,0.15,,,0.36,,,0.01,,
0.15,,,"[416, 96, 325, 414]",,,0.0,,,0.19,,,0.13,,,0.21,,,0.31,,,0.01,,
0.14,,,"[419, 90, 324, 412]",,,0.0,,,0.12,,,0.16,,,0.22,,,0.35,,,0.01,,
0.08,,,"[418, 86, 333, 411]",,,0.0,,,0.15,,,0.23,,,0.21,,,0.17,,,0.16,,
0.07,,,"[445, 77, 311, 393]",,,0.0,,,0.1,,,0.31,,,0.24,,,0.23,,,0.05,,
0.04,,,"[442, 78, 322, 396]",,,0.0,,,0.09,,,0.27,,,0.32,,,0.15,,,0.14,,
0.04,,,"[451, 77, 313, 398]",,,0.0,,,0.07,,,0.17,,,0.41,,,0.23,,,0.07,,
0.07,,,"[458, 79, 313, 397]",,,0.0,,,0.06,,,0.31,,,0.21,,,0.3,,,0.05,,
0.06,,,"[468, 85, 308, 398]",,,0.0,,,0.05,,,0.25,,,0.31,,,0.26,,,0.07,,
0.08,,,"[475, 89, 303, 400]",,,0.0,,,0.07,,,0.34,,,0.19,,,0.12,,,0.2,,
0.08,,,"[470, 88, 307, 415]",,,0.0,,,0.07,,,0.15,,,0.27,,,0.16,,,0.27,,
0.06,,,"[471, 89, 296, 392]",,,0.0,,,0.04,,,0.27,,,0.39,,,0.11,,,0.13,,
0.07,,,"[449, 90, 315, 394]",,,0.0,,,0.04,,,0.31,,,0.37,,,0.13,,,0.09,,
0.08,,,"[440, 89, 322, 399]",,,0.0,,,0.1,,,0.24,,,0.27,,,0.15,,,0.16,,
0.07,,,"[440, 86, 312, 387]",,,0.0,,,0.15,,,0.15,,,0.25,,,0.18,,,0.2,,
0.03,,,"[436, 83, 315, 394]",,,0.0,,,0.06,,,0.21,,,0.46,,,0.17,,,0.07,,
0.03,,,"[439, 85, 312, 394]",,,0.0,,,0.03,,,0.22,,,0.56,,,0.12,,,0.03,,
0.05,,,"[444, 100, 299, 383]",,,0.0,,,0.08,,,0.1,,,0.48,,,0.13,,,0.16,,
0.08,,,"[441, 94, 307, 392]",,,0.0,,,0.08,,,0.04,,,0.52,,,0.25,,,0.03,,
0.05,,,"[440, 92, 308, 388]",,,0.0,,,0.08,,,0.05,,,0.57,,,0.23,,,0.02,,
0.04,,,"[441, 96, 293, 370]",,,0.0,,,0.29,,,0.02,,,0.43,,,0.19,,,0.03,,
0.06,,,"[434, 92, 297, 374]",,,0.0,,,0.26,,,0.02,,,0.45,,,0.19,,,0.02,,
0.08,,,"[426, 86, 304, 378]",,,0.0,,,0.16,,,0.02,,,0.53,,,0.19,,,0.02,,
0.1,,,"[426, 78, 301, 386]",,,0.0,,,0.09,,,0.03,,,0.61,,,0.17,,,0.01,,
0.06,,,"[434, 82, 296, 379]",,,0.0,,,0.04,,,0.02,,,0.66,,,0.22,,,0.0,,
0.07,,,"[444, 90, 291, 370]",,,0.0,,,0.08,,,0.01,,,0.6,,,0.23,,,0.0,,
0.07,,,"[442, 91, 291, 375]",,,0.0,,,0.08,,,0.01,,,0.63,,,0.21,,,0.0,,
0.06,,,"[426, 85, 305, 394]",,,0.0,,,0.06,,,0.03,,,0.71,,,0.15,,,0.0,,
0.06,,,"[420, 92, 298, 388]",,,0.0,,,0.04,,,0.01,,,0.77,,,0.12,,,0.0,,
0.15,,,"[418, 97, 302, 388]",,,0.0,,,0.09,,,0.01,,,0.6,,,0.15,,,0.0,,
0.1,,,"[404, 87, 318, 416]",,,0.0,,,0.06,,,0.03,,,0.71,,,0.09,,,0.01,,
0.08,,,"[414, 96, 313, 412]",,,0.0,,,0.08,,,0.01,,,0.67,,,0.15,,,0.0,,
0.19,,,"[434, 105, 306, 404]",,,0.0,,,0.12,,,0.01,,,0.45,,,0.24,,,0.0,,
0.22,,,"[441, 119, 306, 389]",,,0.0,,,0.14,,,0.01,,,0.42,,,0.21,,,0.0,,
0.18,,,"[452, 119, 295, 385]",,,0.0,,,0.05,,,0.0,,,0.6,,,0.16,,,0.0,,
0.4,,,"[447, 117, 297, 379]",,,0.0,,,0.07,,,0.0,,,0.4,,,0.12,,,0.0,,
0.54,,,"[451, 120, 292, 366]",,,0.0,,,0.13,,,0.0,,,0.22,,,0.09,,,0.01,,
0.45,,,"[447, 108, 303, 374]",,,0.0,,,0.15,,,0.0,,,0.19,,,0.17,,,0.03,,
0.14,,,"[432, 85, 311, 412]",,,0.0,,,0.29,,,0.01,,,0.35,,,0.15,,,0.06,,
0.1,,,"[439, 99, 312, 401]",,,0.0,,,0.2,,,0.09,,,0.35,,,0.17,,,0.09,,
0.13,,,"[436, 91, 320, 410]",,,0.0,,,0.17,,,0.09,,,0.38,,,0.18,,,0.04,,
0.21,,,"[431, 98, 329, 412]",,,0.0,,,0.26,,,0.09,,,0.2,,,0.16,,,0.08,,
0.27,,,"[442, 98, 319, 396]",,,0.0,,,0.2,,,0.02,,,0.33,,,0.14,,,0.04,,
0.31,,,"[441, 100, 316, 391]",,,0.0,,,0.1,,,0.01,,,0.44,,,0.14,,,0.01,,
0.13,,,"[432, 93, 313, 400]",,,0.0,,,0.08,,,0.01,,,0.49,,,0.3,,,0.0,,
0.06,,,"[429, 92, 311, 403]",,,0.0,,,0.08,,,0.0,,,0.46,,,0.4,,,0.0,,
0.22,,,"[442, 100, 305, 383]",,,0.0,,,0.18,,,0.01,,,0.28,,,0.31,,,0.0,,
0.15,,,"[415, 88, 316, 397]",,,0.0,,,0.11,,,0.01,,,0.44,,,0.28,,,0.0,,
0.13,,,"[400, 89, 317, 396]",,,0.0,,,0.14,,,0.03,,,0.46,,,0.23,,,0.01,,
0.18,,,"[397, 80, 314, 393]",,,0.0,,,0.15,,,0.02,,,0.43,,,0.21,,,0.02,,
0.11,,,"[404, 92, 309, 379]",,,0.0,,,0.2,,,0.01,,,0.49,,,0.19,,,0.01,,
0.09,,,"[400, 84, 310, 380]",,,0.0,,,0.14,,,0.03,,,0.53,,,0.2,,,0.0,,
0.07,,,"[395, 81, 310, 380]",,,0.0,,,0.19,,,0.02,,,0.54,,,0.18,,,0.01,,
0.07,,,"[390, 82, 307, 374]",,,0.0,,,0.28,,,0.01,,,0.37,,,0.26,,,0.0,,
0.1,,,"[383, 85, 304, 375]",,,0.0,,,0.18,,,0.01,,,0.44,,,0.25,,,0.0,,
0.07,,,"[361, 80, 315, 383]",,,0.0,,,0.22,,,0.01,,,0.47,,,0.23,,,0.01,,
0.08,,,"[354, 84, 316, 376]",,,0.0,,,0.13,,,0.0,,,0.59,,,0.2,,,0.0,,
0.12,,,"[353, 94, 303, 376]",,,0.0,,,0.11,,,0.0,,,0.62,,,0.15,,,0.0,,
0.09,,,"[336, 90, 317, 390]",,,0.0,,,0.1,,,0.0,,,0.65,,,0.15,,,0.01,,
0.08,,,"[336, 97, 316, 384]",,,0.0,,,0.14,,,0.0,,,0.59,,,0.18,,,0.01,,
0.11,,,"[328, 92, 322, 400]",,,0.0,,,0.21,,,0.01,,,0.45,,,0.16,,,0.07,,
0.16,,,"[327, 91, 322, 402]",,,0.0,,,0.2,,,0.0,,,0.36,,,0.23,,,0.05,,
0.09,,,"[337, 93, 308, 397]",,,0.0,,,0.36,,,0.01,,,0.21,,,0.14,,,0.19,,
0.11,,,"[336, 94, 309, 397]",,,0.0,,,0.37,,,0.01,,,0.18,,,0.26,,,0.08,,
0.14,,,"[329, 81, 318, 405]",,,0.0,,,0.29,,,0.01,,,0.11,,,0.31,,,0.15,,
0.13,,,"[329, 81, 318, 405]",,,0.0,,,0.3,,,0.0,,,0.11,,,0.32,,,0.14,,
0.13,,,"[331, 79, 317, 406]",,,0.0,,,0.3,,,0.01,,,0.07,,,0.29,,,0.21,,
0.14,,,"[330, 79, 318, 405]",,,0.0,,,0.29,,,0.01,,,0.08,,,0.29,,,0.19,,
0.08,,,"[336, 85, 312, 404]",,,0.0,,,0.4,,,0.02,,,0.05,,,0.23,,,0.22,,
0.09,,,"[331, 75, 321, 412]",,,0.0,,,0.46,,,0.01,,,0.04,,,0.09,,,0.31,,
0.1,,,"[338, 85, 311, 406]",,,0.0,,,0.34,,,0.02,,,0.08,,,0.21,,,0.25,,
0.19,,,"[340, 85, 310, 399]",,,0.0,,,0.21,,,0.06,,,0.26,,,0.15,,,0.13,,
0.13,,,"[340, 82, 313, 396]",,,0.0,,,0.29,,,0.03,,,0.27,,,0.12,,,0.16,,
0.13,,,"[338, 83, 320, 395]",,,0.0,,,0.11,,,0.02,,,0.58,,,0.14,,,0.01,,
0.16,,,"[353, 93, 302, 377]",,,0.0,,,0.05,,,0.01,,,0.68,,,0.1,,,0.0,,
0.12,,,"[350, 85, 311, 388]",,,0.0,,,0.09,,,0.02,,,0.66,,,0.12,,,0.0,,
0.12,,,"[346, 76, 320, 393]",,,0.0,,,0.14,,,0.01,,,0.63,,,0.07,,,0.03,,
0.12,,,"[351, 81, 316, 388]",,,0.0,,,0.1,,,0.02,,,0.67,,,0.09,,,0.0,,
0.13,,,"[357, 82, 312, 385]",,,0.0,,,0.16,,,0.02,,,0.6,,,0.08,,,0.01,,
0.14,,,"[363, 86, 308, 379]",,,0.0,,,0.1,,,0.01,,,0.6,,,0.15,,,0.0,,
0.17,,,"[366, 88, 308, 376]",,,0.0,,,0.11,,,0.02,,,0.6,,,0.1,,,0.0,,
0.22,,,"[361, 86, 314, 380]",,,0.0,,,0.1,,,0.02,,,0.58,,,0.06,,,0.01,,
0.26,,,"[362, 86, 316, 384]",,,0.0,,,0.16,,,0.02,,,0.49,,,0.04,,,0.02,,
0.12,,,"[363, 89, 319, 387]",,,0.0,,,0.05,,,0.01,,,0.73,,,0.08,,,0.0,,
0.09,,,"[367, 93, 317, 393]",,,0.0,,,0.02,,,0.01,,,0.84,,,0.05,,,0.0,,
0.11,,,"[373, 108, 307, 389]",,,0.0,,,0.05,,,0.01,,,0.75,,,0.06,,,0.0,,
0.06,,,"[362, 111, 321, 403]",,,0.0,,,0.03,,,0.01,,,0.74,,,0.16,,,0.0,,
0.23,,,"[370, 124, 317, 405]",,,0.0,,,0.08,,,0.01,,,0.35,,,0.33,,,0.0,,
0.38,,,"[364, 128, 325, 417]",,,0.0,,,0.1,,,0.01,,,0.17,,,0.34,,,0.0,,
0.47,,,"[376, 125, 320, 421]",,,0.0,,,0.1,,,0.02,,,0.22,,,0.2,,,0.0,,
0.39,,,"[366, 126, 331, 428]",,,0.0,,,0.08,,,0.01,,,0.32,,,0.19,,,0.0,,
0.25,,,"[370, 132, 330, 418]",,,0.0,,,0.03,,,0.02,,,0.61,,,0.09,,,0.0,,
0.15,,,"[378, 128, 323, 414]",,,0.0,,,0.03,,,0.01,,,0.76,,,0.07,,,0.0,,
0.17,,,"[382, 129, 322, 404]",,,0.0,,,0.04,,,0.01,,,0.71,,,0.07,,,0.0,,
0.18,,,"[383, 125, 321, 404]",,,0.0,,,0.03,,,0.0,,,0.69,,,0.09,,,0.0,,
0.19,,,"[382, 119, 322, 405]",,,0.0,,,0.03,,,0.0,,,0.69,,,0.09,,,0.0,,
0.24,,,"[377, 115, 328, 409]",,,0.0,,,0.03,,,0.0,,,0.64,,,0.09,,,0.0,,
0.27,,,"[379, 111, 323, 403]",,,0.0,,,0.04,,,0.0,,,0.6,,,0.08,,,0.0,,
0.18,,,"[396, 106, 309, 403]",,,0.0,,,0.07,,,0.01,,,0.65,,,0.08,,,0.0,,
0.26,,,"[399, 107, 304, 395]",,,0.0,,,0.16,,,0.01,,,0.45,,,0.11,,,0.01,,
0.19,,,"[394, 103, 315, 397]",,,0.0,,,0.21,,,0.01,,,0.36,,,0.21,,,0.02,,
0.11,,,"[398, 100, 316, 400]",,,0.0,,,0.23,,,0.01,,,0.43,,,0.21,,,0.01,,
0.08,,,"[390, 96, 323, 410]",,,0.0,,,0.3,,,0.02,,,0.42,,,0.16,,,0.02,,
0.11,,,"[392, 93, 318, 414]",,,0.0,,,0.25,,,0.05,,,0.3,,,0.23,,,0.05,,
0.15,,,"[402, 90, 317, 400]",,,0.0,,,0.38,,,0.02,,,0.14,,,0.25,,,0.05,,
0.09,,,"[395, 89, 323, 411]",,,0.0,,,0.32,,,0.05,,,0.26,,,0.21,,,0.07,,
0.12,,,"[396, 89, 322, 411]",,,0.0,,,0.2,,,0.09,,,0.2,,,0.35,,,0.04,,
0.07,,,"[392, 83, 327, 420]",,,0.0,,,0.39,,,0.05,,,0.2,,,0.24,,,0.04,,
0.08,,,"[392, 83, 328, 420]",,,0.0,,,0.37,,,0.07,,,0.16,,,0.26,,,0.06,,
0.08,,,"[394, 84, 324, 418]",,,0.0,,,0.29,,,0.08,,,0.16,,,0.33,,,0.05,,
0.08,,,"[392, 84, 325, 419]",,,0.0,,,0.38,,,0.05,,,0.14,,,0.27,,,0.07,,
0.09,,,"[392, 85, 326, 417]",,,0.0,,,0.19,,,0.08,,,0.16,,,0.44,,,0.04,,
0.11,,,"[398, 79, 322, 421]",,,0.0,,,0.42,,,0.04,,,0.16,,,0.23,,,0.03,,
0.11,,,"[397, 79, 323, 422]",,,0.0,,,0.38,,,0.04,,,0.2,,,0.24,,,0.03,,
0.1,,,"[395, 77, 326, 425]",,,0.0,,,0.4,,,0.04,,,0.2,,,0.22,,,0.04,,
0.09,,,"[397, 78, 322, 420]",,,0.0,,,0.37,,,0.06,,,0.17,,,0.26,,,0.05,,
0.1,,,"[405, 88, 306, 399]",,,0.0,,,0.24,,,0.04,,,0.04,,,0.55,,,0.03,,
0.03,,,"[400, 93, 307, 393]",,,0.0,,,0.06,,,0.02,,,0.02,,,0.87,,,0.0,,
0.06,,,"[384, 89, 320, 405]",,,0.0,,,0.08,,,0.02,,,0.06,,,0.78,,,0.0,,
0.05,,,"[385, 90, 318, 402]",,,0.0,,,0.08,,,0.03,,,0.08,,,0.75,,,0.0,,
0.04,,,"[395, 95, 308, 387]",,,0.0,,,0.13,,,0.02,,,0.04,,,0.77,,,0.0,,
0.04,,,"[391, 96, 310, 387]",,,0.0,,,0.11,,,0.02,,,0.04,,,0.79,,,0.0,,
0.03,,,"[392, 98, 308, 386]",,,0.0,,,0.08,,,0.02,,,0.04,,,0.82,,,0.0,,
0.05,,,"[380, 90, 319, 400]",,,0.0,,,0.09,,,0.01,,,0.05,,,0.79,,,0.0,,
0.03,,,"[380, 91, 319, 400]",,,0.0,,,0.06,,,0.01,,,0.05,,,0.84,,,0.0,,
0.08,,,"[382, 93, 319, 401]",,,0.0,,,0.06,,,0.01,,,0.06,,,0.79,,,0.0,,
0.13,,,"[393, 91, 309, 399]",,,0.0,,,0.13,,,0.02,,,0.05,,,0.66,,,0.01,,
0.12,,,"[384, 91, 322, 404]",,,0.0,,,0.16,,,0.01,,,0.06,,,0.65,,,0.01,,
0.3,,,"[402, 95, 302, 394]",,,0.0,,,0.18,,,0.01,,,0.03,,,0.46,,,0.02,,
0.23,,,"[396, 87, 307, 405]",,,0.0,,,0.27,,,0.01,,,0.04,,,0.43,,,0.02,,
0.23,,,"[397, 86, 307, 407]",,,0.0,,,0.27,,,0.01,,,0.04,,,0.42,,,0.02,,
0.24,,,"[398, 85, 309, 409]",,,0.0,,,0.25,,,0.01,,,0.05,,,0.42,,,0.02,,
0.36,,,"[394, 80, 322, 415]",,,0.0,,,0.3,,,0.01,,,0.04,,,0.28,,,0.02,,
0.33,,,"[393, 79, 325, 415]",,,0.0,,,0.31,,,0.0,,,0.04,,,0.3,,,0.02,,
