box,angry,disgust,fear,happy,sad,surprise,neutral
"[329, 86, 388, 487]",0.2,0.0,0.44,0.01,0.28,0.03,0.04
"[333, 92, 366, 454]",0.12,0.0,0.38,0.07,0.28,0.02,0.13
"[323, 94, 371, 452]",0.13,0.0,0.15,0.01,0.22,0.01,0.47
"[319, 97, 372, 459]",0.12,0.0,0.13,0.01,0.26,0.0,0.48
"[315, 105, 373, 454]",0.18,0.0,0.1,0.0,0.23,0.0,0.48
"[311, 106, 370, 457]",0.2,0.0,0.11,0.0,0.35,0.0,0.33
"[311, 120, 369, 454]",0.15,0.0,0.08,0.0,0.24,0.0,0.51
"[313, 123, 367, 459]",0.17,0.0,0.1,0.0,0.28,0.0,0.44
"[313, 127, 368, 461]",0.18,0.0,0.09,0.01,0.23,0.0,0.49
"[314, 126, 368, 462]",0.19,0.0,0.11,0.01,0.3,0.0,0.39
"[314, 127, 369, 461]",0.26,0.0,0.13,0.0,0.33,0.0,0.27
"[315, 127, 371, 462]",0.2,0.0,0.1,0.0,0.35,0.0,0.34
"[317, 127, 371, 464]",0.12,0.0,0.09,0.0,0.31,0.0,0.48
"[319, 125, 372, 469]",0.14,0.0,0.07,0.0,0.23,0.0,0.56
"[319, 123, 373, 471]",0.15,0.0,0.11,0.0,0.25,0.01,0.48
"[320, 125, 371, 469]",0.15,0.0,0.08,0.0,0.28,0.01,0.47
"[320, 128, 371, 459]",0.2,0.0,0.06,0.0,0.26,0.0,0.47
"[323, 124, 370, 462]",0.19,0.0,0.06,0.0,0.32,0.0,0.42
"[325, 124, 371, 464]",0.13,0.0,0.08,0.0,0.52,0.0,0.26
"[326, 126, 371, 457]",0.09,0.0,0.05,0.0,0.66,0.0,0.2
"[326, 124, 374, 458]",0.09,0.0,0.04,0.0,0.58,0.0,0.28
"[329, 124, 373, 457]",0.13,0.0,0.04,0.0,0.47,0.0,0.36
"[333, 127, 368, 452]",0.18,0.0,0.05,0.0,0.33,0.0,0.43
"[335, 126, 368, 452]",0.18,0.0,0.06,0.0,0.33,0.0,0.43
"[342, 126, 364, 448]",0.16,0.0,0.05,0.0,0.24,0.0,0.55
"[347, 126, 365, 447]",0.16,0.0,0.06,0.0,0.24,0.0,0.53
"[349, 126, 359, 451]",0.22,0.0,0.09,0.0,0.17,0.0,0.52
"[352, 122, 360, 456]",0.23,0.0,0.09,0.0,0.18,0.0,0.49
"[353, 112, 371, 469]",0.2,0.0,0.13,0.01,0.18,0.01,0.47
"[350, 114, 367, 467]",0.25,0.0,0.27,0.0,0.29,0.01,0.17
"[353, 113, 366, 471]",0.35,0.0,0.25,0.0,0.25,0.01,0.13
"[346, 103, 387, 489]",0.38,0.0,0.22,0.01,0.25,0.01,0.14
"[351, 96, 381, 490]",0.4,0.0,0.2,0.01,0.17,0.04,0.18
"[357, 108, 370, 479]",0.17,0.0,0.37,0.01,0.34,0.01,0.09
"[360, 107, 371, 477]",0.22,0.0,0.36,0.01,0.34,0.01,0.07
"[348, 99, 382, 484]",0.2,0.0,0.31,0.01,0.39,0.01,0.08
"[353, 99, 384, 483]",0.21,0.0,0.47,0.0,0.25,0.01,0.05
"[357, 99, 383, 480]",0.19,0.0,0.35,0.01,0.36,0.01,0.09
"[357, 97, 386, 480]",0.16,0.0,0.29,0.01,0.44,0.02,0.08
"[360, 103, 382, 476]",0.15,0.0,0.12,0.01,0.68,0.0,0.04
"[364, 109, 375, 475]",0.16,0.0,0.1,0.01,0.69,0.0,0.04
"[371, 106, 371, 471]",0.19,0.0,0.23,0.01,0.46,0.01,0.1
"[371, 109, 371, 472]",0.19,0.0,0.21,0.01,0.43,0.01,0.15
"[369, 109, 373, 473]",0.23,0.0,0.26,0.01,0.35,0.01,0.14
"[367, 109, 375, 474]",0.26,0.0,0.31,0.01,0.28,0.02,0.12
"[365, 110, 375, 474]",0.21,0.0,0.31,0.01,0.32,0.02,0.13
"[363, 111, 375, 476]",0.19,0.0,0.33,0.01,0.26,0.01,0.2
"[363, 110, 374, 470]",0.19,0.0,0.12,0.02,0.2,0.02,0.45
"[363, 111, 370, 465]",0.19,0.0,0.11,0.01,0.19,0.01,0.49
"[364, 111, 369, 461]",0.15,0.0,0.05,0.01,0.11,0.0,0.67
"[365, 112, 370, 467]",0.21,0.0,0.1,0.01,0.16,0.01,0.51
"[365, 109, 369, 469]",0.23,0.0,0.27,0.01,0.16,0.05,0.28
"[368, 115, 357, 462]",0.28,0.0,0.29,0.01,0.17,0.04,0.21
"[369, 108, 367, 473]",0.22,0.0,0.33,0.01,0.14,0.06,0.25
"[376, 100, 373, 478]",0.22,0.0,0.09,0.01,0.11,0.03,0.54
"[387, 96, 372, 472]",0.15,0.0,0.1,0.0,0.08,0.03,0.64
"[390, 101, 365, 458]",0.16,0.0,0.06,0.0,0.1,0.0,0.68
"[394, 105, 362, 455]",0.1,0.0,0.05,0.0,0.13,0.0,0.71
"[393, 105, 363, 464]",0.13,0.0,0.06,0.0,0.13,0.01,0.67
"[391, 109, 370, 456]",0.17,0.0,0.04,0.0,0.17,0.0,0.61
"[390, 106, 373, 465]",0.12,0.0,0.04,0.0,0.1,0.0,0.73
"[389, 106, 375, 473]",0.16,0.0,0.09,0.0,0.12,0.01,0.63
"[404, 105, 364, 477]",0.25,0.0,0.17,0.01,0.09,0.03,0.44
"[392, 109, 374, 481]",0.16,0.0,0.1,0.02,0.19,0.01,0.51
"[406, 115, 369, 459]",0.23,0.0,0.06,0.0,0.17,0.0,0.53
"[408, 113, 365, 460]",0.17,0.0,0.03,0.0,0.09,0.0,0.7
"[411, 117, 365, 457]",0.19,0.0,0.05,0.0,0.16,0.01,0.6
"[410, 120, 364, 455]",0.19,0.0,0.03,0.0,0.08,0.0,0.69
"[409, 117, 368, 462]",0.23,0.0,0.06,0.0,0.05,0.02,0.64
"[406, 120, 369, 463]",0.28,0.0,0.06,0.0,0.1,0.01,0.53
"[401, 121, 371, 463]",0.24,0.0,0.08,0.0,0.13,0.02,0.53
"[396, 119, 369, 469]",0.18,0.0,0.08,0.01,0.09,0.01,0.63
"[393, 128, 368, 462]",0.17,0.0,0.1,0.01,0.23,0.0,0.49
"[385, 128, 372, 467]",0.21,0.0,0.15,0.01,0.22,0.0,0.42
"[383, 131, 369, 465]",0.17,0.0,0.16,0.0,0.23,0.0,0.44
"[376, 130, 373, 464]",0.15,0.0,0.12,0.0,0.17,0.01,0.55
"[370, 124, 377, 473]",0.17,0.0,0.09,0.0,0.11,0.01,0.61
"[369, 124, 376, 471]",0.16,0.0,0.07,0.0,0.11,0.01,0.65
"[358, 123, 386, 480]",0.18,0.0,0.09,0.0,0.1,0.01,0.62
"[360, 125, 385, 471]",0.13,0.0,0.05,0.0,0.07,0.0,0.75
"[374, 126, 374, 465]",0.1,0.0,0.04,0.0,0.12,0.0,0.73
"[365, 119, 390, 483]",0.12,0.0,0.02,0.0,0.04,0.0,0.82
"[383, 131, 369, 462]",0.14,0.0,0.02,0.0,0.05,0.0,0.78
"[388, 126, 369, 466]",0.1,0.0,0.02,0.01,0.04,0.0,0.84
"[390, 129, 370, 467]",0.09,0.0,0.02,0.0,0.04,0.0,0.85
"[393, 130, 366, 473]",0.18,0.0,0.06,0.01,0.12,0.0,0.64
"[392, 133, 366, 470]",0.15,0.0,0.04,0.0,0.11,0.0,0.69
"[389, 135, 366, 467]",0.15,0.0,0.04,0.0,0.12,0.0,0.69
"[378, 137, 370, 465]",0.09,0.0,0.02,0.0,0.06,0.0,0.82
"[379, 150, 353, 450]",0.16,0.0,0.05,0.0,0.09,0.0,0.7
"[369, 144, 358, 455]",0.14,0.0,0.08,0.0,0.09,0.0,0.69
"[357, 131, 387, 478]",0.14,0.0,0.03,0.0,0.06,0.0,0.76
"[354, 137, 380, 470]",0.12,0.0,0.09,0.0,0.11,0.01,0.66
"[352, 137, 377, 467]",0.16,0.0,0.06,0.0,0.07,0.02,0.69
"[356, 138, 373, 466]",0.18,0.0,0.05,0.0,0.11,0.0,0.66
"[363, 139, 364, 460]",0.16,0.0,0.06,0.0,0.1,0.0,0.67
"[370, 137, 365, 459]",0.13,0.0,0.06,0.0,0.09,0.0,0.71
"[404, 129, 355, 456]",0.06,0.0,0.07,0.0,0.06,0.0,0.8
"[379, 126, 371, 468]",0.12,0.0,0.05,0.0,0.12,0.0,0.7
"[385, 123, 371, 468]",0.18,0.0,0.15,0.0,0.2,0.01,0.47
"[392, 120, 370, 466]",0.14,0.0,0.1,0.0,0.19,0.01,0.55
"[383, 108, 390, 485]",0.19,0.0,0.13,0.0,0.14,0.01,0.53
"[389, 103, 387, 484]",0.18,0.0,0.21,0.0,0.1,0.04,0.46
"[406, 120, 351, 453]",0.12,0.0,0.29,0.0,0.16,0.02,0.4
"[403, 94, 375, 475]",0.07,0.0,0.27,0.0,0.12,0.1,0.44
"[402, 90, 377, 476]",0.07,0.0,0.21,0.0,0.15,0.09,0.47
"[402, 90, 371, 475]",0.11,0.0,0.32,0.0,0.15,0.09,0.33
"[401, 93, 371, 464]",0.14,0.0,0.29,0.0,0.23,0.03,0.3
"[398, 91, 370, 463]",0.19,0.0,0.26,0.0,0.14,0.04,0.38
"[392, 86, 379, 464]",0.13,0.0,0.27,0.01,0.22,0.04,0.33
"[387, 88, 370, 464]",0.13,0.0,0.13,0.0,0.16,0.01,0.57
"[385, 86, 370, 465]",0.12,0.0,0.13,0.0,0.15,0.02,0.58
"[383, 78, 380, 469]",0.12,0.0,0.32,0.0,0.15,0.13,0.28
"[382, 83, 372, 469]",0.12,0.0,0.13,0.01,0.14,0.03,0.58
"[380, 81, 373, 470]",0.13,0.0,0.14,0.0,0.22,0.03,0.48
"[377, 75, 381, 477]",0.1,0.0,0.52,0.0,0.13,0.13,0.11
"[380, 81, 376, 473]",0.11,0.0,0.43,0.0,0.12,0.13,0.2
"[379, 86, 371, 465]",0.09,0.0,0.51,0.0,0.2,0.05,0.15
"[376, 89, 370, 464]",0.08,0.0,0.63,0.0,0.1,0.07,0.11
"[373, 92, 368, 457]",0.14,0.0,0.31,0.0,0.27,0.04,0.24
"[369, 94, 368, 448]",0.15,0.0,0.16,0.0,0.39,0.01,0.29
"[365, 102, 363, 442]",0.14,0.0,0.13,0.0,0.48,0.0,0.25
"[350, 102, 372, 451]",0.15,0.0,0.12,0.0,0.43,0.0,0.29
"[341, 98, 383, 471]",0.18,0.0,0.09,0.01,0.23,0.01,0.48
"[345, 94, 376, 486]",0.13,0.0,0.11,0.01,0.19,0.01,0.56
"[331, 102, 382, 486]",0.1,0.0,0.06,0.01,0.14,0.01,0.69
"[336, 114, 371, 467]",0.1,0.0,0.06,0.0,0.15,0.0,0.69
"[337, 119, 369, 465]",0.13,0.0,0.06,0.0,0.14,0.0,0.66
"[333, 121, 371, 465]",0.17,0.0,0.07,0.0,0.14,0.0,0.61
"[331, 123, 370, 464]",0.2,0.0,0.08,0.0,0.14,0.0,0.58
"[331, 125, 369, 463]",0.24,0.0,0.08,0.0,0.14,0.0,0.54
"[330, 122, 371, 462]",0.15,0.0,0.11,0.0,0.19,0.0,0.54
"[333, 122, 372, 467]",0.18,0.0,0.08,0.0,0.13,0.0,0.61
"[339, 121, 370, 465]",0.18,0.0,0.07,0.0,0.13,0.0,0.61
"[346, 111, 377, 474]",0.1,0.0,0.06,0.0,0.11,0.0,0.72
"[349, 107, 383, 464]",0.14,0.0,0.06,0.0,0.12,0.0,0.68
"[349, 101, 389, 474]",0.12,0.0,0.06,0.01,0.09,0.0,0.72
"[360, 98, 381, 468]",0.1,0.0,0.13,0.0,0.09,0.02,0.65
"[365, 110, 359, 451]",0.08,0.0,0.1,0.0,0.12,0.01,0.69
"[365, 104, 364, 453]",0.08,0.0,0.07,0.0,0.14,0.0,0.7
"[368, 102, 363, 444]",0.07,0.0,0.09,0.0,0.09,0.01,0.74
"[373, 93, 379, 453]",0.08,0.0,0.09,0.0,0.14,0.01,0.69
"[367, 96, 376, 454]",0.11,0.0,0.13,0.0,0.16,0.01,0.57
"[369, 95, 374, 452]",0.11,0.0,0.09,0.0,0.17,0.0,0.63
"[370, 95, 374, 450]",0.11,0.0,0.07,0.0,0.15,0.0,0.66
"[371, 88, 381, 457]",0.13,0.0,0.08,0.0,0.15,0.0,0.63
"[372, 88, 381, 456]",0.16,0.0,0.09,0.0,0.13,0.0,0.62
"[372, 87, 381, 460]",0.12,0.0,0.07,0.01,0.11,0.01,0.69
"[372, 85, 384, 463]",0.13,0.0,0.07,0.0,0.1,0.01,0.69
"[379, 92, 370, 442]",0.06,0.0,0.06,0.0,0.1,0.01,0.78
"[375, 87, 380, 459]",0.13,0.0,0.14,0.0,0.14,0.02,0.58
"[374, 88, 379, 458]",0.11,0.0,0.08,0.01,0.14,0.01,0.66
"[377, 100, 357, 445]",0.08,0.0,0.05,0.0,0.14,0.01,0.72
"[375, 106, 356, 446]",0.08,0.0,0.05,0.0,0.14,0.01,0.71
"[372, 106, 359, 449]",0.07,0.0,0.07,0.0,0.18,0.01,0.66
"[373, 97, 377, 457]",0.09,0.0,0.15,0.0,0.16,0.03,0.57
"[372, 96, 377, 457]",0.08,0.0,0.18,0.0,0.17,0.04,0.52
"[369, 106, 357, 449]",0.14,0.0,0.16,0.0,0.23,0.04,0.43
"[368, 112, 351, 441]",0.15,0.0,0.15,0.0,0.24,0.01,0.44
"[367, 110, 354, 445]",0.2,0.0,0.13,0.0,0.23,0.02,0.43
"[367, 96, 376, 457]",0.09,0.0,0.22,0.0,0.22,0.02,0.45
"[367, 94, 378, 463]",0.07,0.0,0.31,0.0,0.19,0.02,0.41
"[365, 97, 378, 469]",0.2,0.0,0.18,0.0,0.2,0.02,0.4
"[361, 98, 379, 475]",0.16,0.0,0.22,0.0,0.14,0.03,0.44
"[362, 102, 377, 473]",0.19,0.0,0.23,0.0,0.15,0.03,0.4
"[368, 118, 350, 447]",0.18,0.0,0.4,0.0,0.14,0.08,0.2
"[362, 102, 376, 475]",0.15,0.0,0.2,0.0,0.15,0.03,0.47
"[363, 102, 375, 475]",0.18,0.0,0.18,0.0,0.14,0.03,0.47
"[362, 102, 376, 476]",0.16,0.0,0.12,0.0,0.15,0.02,0.55
"[364, 102, 375, 476]",0.16,0.0,0.23,0.0,0.13,0.04,0.44
"[363, 102, 376, 476]",0.16,0.0,0.15,0.0,0.15,0.03,0.5
"[372, 120, 350, 448]",0.16,0.0,0.33,0.0,0.22,0.04,0.25
"[371, 118, 351, 447]",0.17,0.0,0.3,0.0,0.21,0.06,0.25
"[366, 103, 378, 473]",0.16,0.0,0.33,0.0,0.14,0.05,0.32
"[364, 102, 379, 474]",0.17,0.0,0.26,0.0,0.15,0.05,0.38
"[367, 102, 376, 470]",0.15,0.0,0.15,0.0,0.24,0.01,0.44
"[358, 106, 371, 460]",0.21,0.0,0.11,0.0,0.37,0.0,0.31
"[360, 105, 378, 467]",0.15,0.0,0.12,0.0,0.39,0.0,0.34
"[357, 102, 373, 453]",0.14,0.0,0.12,0.0,0.57,0.0,0.17
"[356, 102, 373, 456]",0.16,0.0,0.18,0.0,0.5,0.01,0.15
"[358, 98, 376, 460]",0.19,0.0,0.29,0.0,0.35,0.01,0.17
"[357, 97, 375, 459]",0.22,0.0,0.25,0.0,0.31,0.01,0.21
"[357, 96, 377, 466]",0.19,0.0,0.22,0.0,0.36,0.01,0.21
"[356, 94, 379, 474]",0.14,0.0,0.22,0.0,0.22,0.02,0.39
"[355, 94, 378, 468]",0.17,0.0,0.25,0.0,0.31,0.02,0.24
"[355, 94, 377, 462]",0.2,0.0,0.34,0.0,0.23,0.02,0.2
"[355, 93, 378, 462]",0.16,0.0,0.31,0.0,0.23,0.03,0.27
"[352, 88, 384, 469]",0.13,0.0,0.2,0.01,0.29,0.01,0.36
"[358, 88, 382, 466]",0.07,0.0,0.07,0.0,0.16,0.0,0.69
"[356, 86, 379, 462]",0.08,0.0,0.05,0.01,0.1,0.0,0.75
"[356, 86, 379, 462]",0.13,0.0,0.06,0.01,0.12,0.0,0.69
"[357, 92, 375, 448]",0.08,0.0,0.06,0.01,0.13,0.0,0.72
"[357, 91, 374, 447]",0.11,0.0,0.05,0.0,0.19,0.0,0.64
"[364, 87, 370, 446]",0.12,0.0,0.12,0.0,0.24,0.01,0.5
"[357, 87, 366, 434]",0.09,0.0,0.11,0.0,0.31,0.01,0.49
"[352, 78, 373, 440]",0.11,0.0,0.12,0.0,0.37,0.01,0.39
"[350, 86, 355, 435]",0.1,0.0,0.19,0.01,0.28,0.05,0.37
"[335, 78, 367, 455]",0.1,0.0,0.26,0.04,0.23,0.13,0.24
"[324, 78, 376, 461]",0.09,0.0,0.15,0.01,0.13,0.02,0.59
"[319, 83, 370, 453]",0.11,0.0,0.19,0.01,0.26,0.01,0.41
"[312, 89, 381, 467]",0.09,0.0,0.15,0.01,0.22,0.02,0.51
"[310, 100, 375, 474]",0.17,0.0,0.15,0.01,0.25,0.01,0.42
"[309, 118, 373, 471]",0.19,0.0,0.13,0.01,0.26,0.01,0.41
"[303, 129, 380, 488]",0.3,0.0,0.17,0.0,0.28,0.01,0.23
"[303, 138, 382, 488]",0.24,0.0,0.05,0.03,0.23,0.01,0.43
"[307, 145, 384, 486]",0.22,0.0,0.08,0.01,0.29,0.02,0.39
"[314, 153, 380, 487]",0.22,0.0,0.06,0.0,0.27,0.01,0.44
"[320, 175, 366, 467]",0.24,0.0,0.05,0.01,0.2,0.01,0.48
"[322, 180, 372, 475]",0.26,0.0,0.05,0.01,0.25,0.0,0.43
"[330, 189, 374, 474]",0.25,0.0,0.03,0.01,0.19,0.0,0.52
"[335, 205, 370, 458]",0.29,0.0,0.04,0.01,0.25,0.0,0.4
"[341, 209, 369, 455]",0.36,0.0,0.06,0.01,0.24,0.0,0.33
"[346, 206, 364, 453]",0.39,0.0,0.11,0.0,0.27,0.01,0.22
"[344, 192, 380, 463]",0.34,0.0,0.1,0.0,0.19,0.01,0.36
"[347, 191, 380, 459]",0.36,0.0,0.1,0.0,0.27,0.0,0.26
"[349, 180, 378, 458]",0.37,0.0,0.11,0.0,0.24,0.01,0.28
"[349, 157, 389, 478]",0.19,0.0,0.1,0.0,0.28,0.0,0.43
"[360, 171, 346, 454]",0.45,0.0,0.06,0.0,0.15,0.01,0.33
"[354, 148, 385, 470]",0.33,0.0,0.1,0.0,0.23,0.01,0.34
"[362, 127, 385, 488]",0.31,0.0,0.06,0.0,0.17,0.01,0.45
"[369, 140, 369, 460]",0.35,0.0,0.09,0.0,0.3,0.01,0.26
"[370, 132, 370, 462]",0.29,0.0,0.14,0.0,0.25,0.02,0.31
"[375, 96, 380, 496]",0.3,0.0,0.15,0.0,0.2,0.02,0.32
"[372, 115, 356, 472]",0.19,0.0,0.19,0.01,0.24,0.02,0.35
"[375, 117, 354, 458]",0.21,0.0,0.14,0.01,0.33,0.01,0.31
"[374, 106, 368, 458]",0.21,0.0,0.09,0.0,0.38,0.0,0.31
"[374, 102, 371, 457]",0.19,0.0,0.14,0.0,0.47,0.0,0.19
"[378, 98, 370, 453]",0.15,0.0,0.16,0.01,0.43,0.01,0.25
"[378, 90, 373, 465]",0.15,0.0,0.22,0.01,0.37,0.01,0.24
"[379, 84, 375, 472]",0.13,0.0,0.18,0.02,0.32,0.01,0.34
"[389, 81, 370, 460]",0.08,0.0,0.35,0.01,0.29,0.02,0.26
"[386, 75, 378, 465]",0.09,0.0,0.34,0.01,0.29,0.02,0.25
"[386, 74, 377, 462]",0.09,0.0,0.47,0.01,0.25,0.03,0.16
"[385, 75, 373, 459]",0.09,0.0,0.44,0.01,0.24,0.06,0.17
"[379, 74, 369, 458]",0.09,0.0,0.51,0.01,0.22,0.1,0.08
"[376, 73, 370, 461]",0.11,0.0,0.39,0.01,0.26,0.14,0.09
"[374, 65, 373, 478]",0.06,0.0,0.55,0.01,0.15,0.19,0.05
"[370, 67, 372, 474]",0.07,0.0,0.47,0.0,0.23,0.18,0.06
"[367, 71, 371, 471]",0.1,0.0,0.33,0.01,0.29,0.16,0.11
"[367, 75, 367, 467]",0.07,0.0,0.42,0.01,0.28,0.14,0.08
"[365, 77, 365, 468]",0.06,0.0,0.38,0.01,0.29,0.15,0.11
"[361, 77, 366, 469]",0.08,0.0,0.38,0.01,0.33,0.09,0.11
"[355, 77, 373, 476]",0.1,0.0,0.31,0.02,0.25,0.11,0.21
"[355, 77, 368, 472]",0.1,0.0,0.38,0.01,0.26,0.13,0.12
"[353, 80, 375, 471]",0.12,0.0,0.33,0.02,0.25,0.05,0.24
"[348, 78, 374, 461]",0.16,0.0,0.2,0.01,0.23,0.02,0.38
"[349, 77, 369, 454]",0.1,0.0,0.09,0.01,0.15,0.0,0.66
"[350, 78, 366, 451]",0.09,0.0,0.07,0.0,0.14,0.0,0.68
"[351, 79, 366, 448]",0.09,0.0,0.09,0.0,0.16,0.0,0.65
"[351, 79, 366, 451]",0.09,0.0,0.05,0.0,0.18,0.0,0.68
"[349, 81, 368, 464]",0.17,0.0,0.33,0.0,0.19,0.08,0.23
"[349, 82, 370, 465]",0.22,0.0,0.19,0.01,0.22,0.03,0.34
"[345, 82, 379, 475]",0.15,0.0,0.21,0.01,0.22,0.06,0.35
"[348, 84, 379, 482]",0.12,0.0,0.28,0.01,0.16,0.05,0.37
"[351, 82, 380, 481]",0.16,0.0,0.19,0.01,0.16,0.05,0.44
"[355, 79, 379, 480]",0.16,0.0,0.24,0.01,0.16,0.05,0.39
"[359, 80, 372, 474]",0.12,0.0,0.27,0.0,0.17,0.02,0.42
"[360, 72, 374, 496]",0.1,0.0,0.18,0.01,0.22,0.01,0.48
"[378, 77, 363, 483]",0.16,0.0,0.3,0.04,0.25,0.02,0.24
"[390, 70, 361, 469]",0.15,0.0,0.25,0.03,0.32,0.01,0.23
"[389, 78, 361, 448]",0.09,0.0,0.08,0.02,0.52,0.0,0.29
"[390, 76, 363, 446]",0.12,0.0,0.11,0.01,0.31,0.0,0.45
"[390, 77, 361, 456]",0.16,0.0,0.11,0.01,0.31,0.0,0.41
"[380, 81, 360, 451]",0.15,0.0,0.07,0.01,0.17,0.0,0.61
"[373, 82, 366, 464]",0.15,0.0,0.12,0.01,0.23,0.01,0.49
"[369, 90, 365, 455]",0.2,0.0,0.12,0.0,0.21,0.01,0.46
"[359, 90, 383, 474]",0.14,0.0,0.16,0.01,0.19,0.05,0.45
"[356, 90, 381, 482]",0.1,0.0,0.18,0.01,0.12,0.09,0.51
"[362, 118, 349, 446]",0.16,0.0,0.25,0.0,0.17,0.01,0.4
"[352, 105, 371, 464]",0.14,0.0,0.19,0.0,0.18,0.01,0.47
"[351, 108, 373, 471]",0.11,0.0,0.12,0.0,0.13,0.02,0.61
"[349, 111, 376, 473]",0.19,0.0,0.09,0.0,0.17,0.02,0.53
"[354, 120, 372, 465]",0.27,0.0,0.06,0.0,0.3,0.0,0.36
"[358, 127, 372, 464]",0.26,0.0,0.02,0.0,0.15,0.0,0.56
"[361, 127, 371, 468]",0.2,0.0,0.04,0.0,0.24,0.0,0.52
"[360, 116, 382, 477]",0.31,0.0,0.02,0.0,0.14,0.0,0.53
"[362, 110, 380, 467]",0.15,0.0,0.02,0.0,0.06,0.0,0.77
"[374, 114, 373, 452]",0.09,0.0,0.02,0.0,0.09,0.0,0.8
"[380, 119, 344, 444]",0.09,0.0,0.13,0.0,0.2,0.01,0.57
"[383, 105, 362, 454]",0.17,0.0,0.12,0.0,0.16,0.03,0.52
"[386, 91, 373, 467]",0.13,0.0,0.24,0.0,0.19,0.08,0.36
"[391, 91, 370, 464]",0.14,0.0,0.42,0.0,0.12,0.06,0.25
"[397, 92, 367, 468]",0.11,0.0,0.49,0.0,0.07,0.03,0.3
"[396, 74, 376, 491]",0.13,0.0,0.29,0.01,0.14,0.05,0.38
"[395, 77, 370, 474]",0.08,0.0,0.44,0.0,0.08,0.27,0.12
"[390, 84, 387, 492]",0.07,0.0,0.19,0.01,0.33,0.02,0.38
"[395, 94, 375, 469]",0.07,0.0,0.43,0.0,0.19,0.06,0.25
"[386, 93, 378, 483]",0.15,0.0,0.25,0.02,0.34,0.02,0.21
"[380, 99, 374, 481]",0.12,0.0,0.13,0.01,0.49,0.0,0.24
"[376, 99, 375, 489]",0.17,0.0,0.1,0.02,0.44,0.0,0.26
"[378, 95, 377, 495]",0.25,0.0,0.12,0.01,0.44,0.01,0.17
"[376, 98, 373, 480]",0.37,0.0,0.19,0.0,0.29,0.01,0.13
"[366, 83, 395, 506]",0.44,0.0,0.19,0.01,0.17,0.06,0.14
"[373, 93, 369, 481]",0.39,0.0,0.23,0.0,0.24,0.03,0.11
"[371, 93, 368, 475]",0.23,0.0,0.22,0.0,0.24,0.03,0.28
"[368, 91, 377, 490]",0.22,0.0,0.13,0.01,0.34,0.01,0.28
"[368, 88, 375, 482]",0.19,0.0,0.12,0.01,0.23,0.01,0.45
"[371, 89, 373, 466]",0.12,0.0,0.19,0.0,0.27,0.02,0.4
"[373, 89, 373, 457]",0.14,0.0,0.11,0.0,0.19,0.02,0.54
"[374, 86, 378, 463]",0.18,0.0,0.14,0.0,0.25,0.02,0.42
"[376, 88, 367, 451]",0.15,0.0,0.15,0.0,0.27,0.01,0.42
"[381, 86, 370, 449]",0.14,0.0,0.18,0.0,0.22,0.01,0.44
"[374, 84, 368, 452]",0.14,0.0,0.35,0.01,0.12,0.19,0.19
"[380, 81, 371, 462]",0.09,0.0,0.48,0.01,0.13,0.15,0.14
"[379, 77, 374, 467]",0.1,0.0,0.33,0.01,0.21,0.1,0.25
"[382, 82, 363, 459]",0.09,0.0,0.49,0.0,0.12,0.15,0.15
"[383, 83, 364, 457]",0.1,0.0,0.45,0.0,0.18,0.07,0.2
"[383, 79, 373, 465]",0.1,0.0,0.34,0.01,0.23,0.03,0.29
"[384, 82, 371, 463]",0.1,0.0,0.44,0.01,0.16,0.04,0.24
"[383, 83, 372, 464]",0.11,0.0,0.45,0.01,0.16,0.04,0.23
"[382, 83, 372, 465]",0.1,0.0,0.48,0.0,0.15,0.05,0.21
"[382, 84, 370, 463]",0.11,0.0,0.48,0.0,0.15,0.05,0.21
"[380, 80, 373, 469]",0.11,0.0,0.57,0.0,0.15,0.07,0.11
"[377, 80, 374, 471]",0.1,0.0,0.46,0.0,0.15,0.11,0.18
"[376, 81, 372, 469]",0.1,0.0,0.51,0.0,0.15,0.1,0.14
"[365, 78, 376, 477]",0.12,0.0,0.34,0.0,0.18,0.16,0.19
"[371, 70, 375, 482]",0.06,0.0,0.5,0.0,0.09,0.28,0.07
"[368, 71, 376, 482]",0.08,0.0,0.61,0.0,0.11,0.15,0.04
"[367, 72, 373, 479]",0.07,0.0,0.51,0.0,0.12,0.24,0.05
"[364, 75, 372, 476]",0.07,0.0,0.49,0.0,0.16,0.2,0.08
"[362, 76, 371, 475]",0.09,0.0,0.39,0.0,0.18,0.18,0.16
"[362, 78, 371, 474]",0.09,0.0,0.35,0.01,0.17,0.17,0.2
"[361, 78, 369, 472]",0.08,0.0,0.38,0.0,0.21,0.16,0.16
"[362, 76, 367, 473]",0.11,0.0,0.34,0.0,0.22,0.12,0.2
"[361, 76, 367, 472]",0.11,0.0,0.41,0.0,0.19,0.12,0.16
"[361, 77, 366, 471]",0.11,0.0,0.46,0.01,0.17,0.12,0.14
"[361, 77, 365, 469]",0.16,0.0,0.32,0.01,0.17,0.14,0.2
"[361, 80, 362, 462]",0.21,0.0,0.23,0.03,0.18,0.12,0.23
"[364, 80, 360, 451]",0.16,0.0,0.12,0.01,0.1,0.01,0.61
"[368, 80, 357, 444]",0.13,0.0,0.09,0.01,0.25,0.0,0.51
"[368, 78, 358, 444]",0.07,0.0,0.08,0.01,0.14,0.01,0.69
"[369, 79, 357, 444]",0.08,0.0,0.11,0.01,0.14,0.01,0.64
