box,angry,disgust,fear,happy,sad,surprise,neutral
"[367, 79, 358, 446]",0.09,0.0,0.06,0.0,0.29,0.0,0.54
"[366, 79, 358, 450]",0.15,0.0,0.07,0.0,0.18,0.0,0.58
"[365, 78, 358, 456]",0.24,0.0,0.29,0.0,0.12,0.11,0.23
"[360, 75, 363, 464]",0.15,0.0,0.44,0.0,0.07,0.21,0.12
"[356, 73, 369, 466]",0.14,0.0,0.42,0.01,0.26,0.07,0.1
"[352, 73, 368, 458]",0.11,0.0,0.48,0.01,0.16,0.12,0.13
"[348, 68, 377, 466]",0.11,0.0,0.29,0.01,0.29,0.04,0.25
"[352, 68, 365, 444]",0.04,0.0,0.43,0.01,0.06,0.4,0.06
"[352, 68, 368, 453]",0.06,0.0,0.14,0.0,0.25,0.01,0.54
"[349, 72, 368, 445]",0.06,0.0,0.19,0.0,0.24,0.0,0.5
"[345, 82, 359, 436]",0.05,0.0,0.1,0.01,0.39,0.0,0.45
"[344, 79, 357, 433]",0.12,0.0,0.17,0.01,0.41,0.0,0.3
"[339, 73, 376, 455]",0.12,0.0,0.15,0.01,0.53,0.01,0.17
"[332, 82, 371, 466]",0.11,0.0,0.13,0.02,0.46,0.02,0.27
"[340, 86, 365, 462]",0.12,0.0,0.13,0.01,0.61,0.01,0.12
"[341, 90, 366, 462]",0.13,0.0,0.13,0.01,0.57,0.01,0.16
"[337, 88, 371, 467]",0.31,0.0,0.2,0.0,0.35,0.03,0.1
"[339, 90, 374, 472]",0.24,0.0,0.29,0.0,0.28,0.03,0.16
"[339, 92, 375, 474]",0.26,0.0,0.28,0.0,0.24,0.04,0.17
"[338, 94, 376, 475]",0.22,0.0,0.27,0.0,0.26,0.05,0.2
"[339, 86, 384, 486]",0.28,0.0,0.27,0.0,0.22,0.03,0.2
"[338, 85, 384, 487]",0.28,0.0,0.31,0.0,0.18,0.03,0.19
"[335, 87, 383, 483]",0.28,0.0,0.27,0.0,0.19,0.03,0.23
"[335, 86, 383, 482]",0.27,0.0,0.3,0.0,0.2,0.03,0.2
"[334, 84, 385, 484]",0.21,0.0,0.34,0.0,0.15,0.06,0.24
"[335, 84, 385, 483]",0.21,0.0,0.41,0.0,0.15,0.05,0.18
"[334, 83, 385, 481]",0.21,0.0,0.4,0.0,0.13,0.06,0.2
"[334, 81, 384, 482]",0.16,0.0,0.44,0.0,0.14,0.07,0.2
"[335, 79, 384, 482]",0.2,0.0,0.4,0.0,0.13,0.07,0.2
"[335, 80, 384, 480]",0.18,0.0,0.45,0.0,0.11,0.09,0.16
"[335, 79, 383, 480]",0.22,0.0,0.39,0.0,0.16,0.05,0.17
"[335, 79, 383, 480]",0.18,0.0,0.42,0.0,0.18,0.04,0.16
"[335, 79, 383, 479]",0.21,0.0,0.38,0.0,0.17,0.04,0.21
"[336, 83, 374, 469]",0.23,0.0,0.33,0.0,0.2,0.04,0.21
"[335, 79, 384, 479]",0.21,0.0,0.34,0.0,0.2,0.03,0.22
"[334, 81, 384, 476]",0.18,0.0,0.28,0.0,0.22,0.02,0.29
"[344, 94, 356, 457]",0.18,0.0,0.26,0.0,0.38,0.02,0.15
"[330, 86, 388, 471]",0.13,0.0,0.17,0.01,0.39,0.01,0.3
"[336, 95, 373, 455]",0.11,0.0,0.12,0.0,0.54,0.0,0.23
"[336, 104, 363, 441]",0.08,0.0,0.15,0.0,0.53,0.0,0.23
"[330, 95, 377, 454]",0.1,0.0,0.13,0.0,0.55,0.0,0.22
"[331, 95, 379, 458]",0.12,0.0,0.11,0.0,0.51,0.0,0.26
"[332, 96, 380, 456]",0.14,0.0,0.15,0.0,0.46,0.0,0.25
"[332, 96, 377, 457]",0.15,0.0,0.15,0.0,0.35,0.0,0.35
"[331, 95, 378, 458]",0.2,0.0,0.18,0.0,0.29,0.0,0.33
"[332, 95, 381, 461]",0.21,0.0,0.19,0.0,0.28,0.0,0.31
"[337, 104, 370, 446]",0.12,0.0,0.13,0.0,0.33,0.0,0.41
"[340, 105, 366, 441]",0.07,0.0,0.17,0.0,0.29,0.0,0.46
"[337, 100, 375, 450]",0.11,0.0,0.16,0.0,0.29,0.0,0.44
"[337, 100, 376, 452]",0.12,0.0,0.15,0.0,0.26,0.0,0.47
"[341, 100, 369, 449]",0.11,0.0,0.18,0.0,0.32,0.0,0.39
"[336, 98, 377, 455]",0.14,0.0,0.19,0.0,0.34,0.0,0.33
"[337, 100, 373, 456]",0.15,0.0,0.2,0.0,0.36,0.01,0.29
"[335, 96, 380, 464]",0.19,0.0,0.23,0.0,0.33,0.01,0.25
"[334, 96, 379, 471]",0.18,0.0,0.32,0.01,0.22,0.04,0.24
"[334, 93, 379, 476]",0.16,0.0,0.34,0.0,0.24,0.03,0.23
"[335, 91, 378, 478]",0.18,0.0,0.27,0.01,0.23,0.03,0.28
"[333, 97, 376, 471]",0.14,0.0,0.34,0.0,0.3,0.04,0.18
"[333, 94, 376, 470]",0.14,0.0,0.41,0.0,0.25,0.06,0.15
"[334, 92, 374, 469]",0.15,0.0,0.33,0.0,0.28,0.07,0.16
"[337, 91, 370, 457]",0.06,0.0,0.15,0.01,0.14,0.01,0.63
"[340, 93, 367, 447]",0.05,0.0,0.06,0.0,0.11,0.0,0.77
"[337, 95, 367, 447]",0.08,0.0,0.05,0.01,0.21,0.0,0.64
"[333, 91, 376, 459]",0.18,0.0,0.09,0.01,0.41,0.0,0.32
"[321, 90, 380, 469]",0.11,0.0,0.13,0.02,0.45,0.01,0.29
"[327, 92, 371, 466]",0.13,0.0,0.13,0.01,0.49,0.01,0.22
"[327, 90, 375, 470]",0.16,0.0,0.17,0.01,0.4,0.02,0.24
"[326, 88, 376, 472]",0.15,0.0,0.19,0.01,0.34,0.03,0.28
"[328, 87, 375, 472]",0.15,0.0,0.24,0.01,0.32,0.02,0.26
"[333, 86, 372, 472]",0.14,0.0,0.3,0.01,0.3,0.03,0.21
"[336, 95, 365, 449]",0.16,0.0,0.26,0.0,0.39,0.01,0.17
"[336, 97, 365, 449]",0.11,0.0,0.32,0.0,0.44,0.02,0.12
"[333, 82, 382, 472]",0.19,0.0,0.33,0.0,0.29,0.02,0.17
"[339, 92, 368, 453]",0.21,0.0,0.17,0.0,0.39,0.01,0.22
"[341, 94, 365, 443]",0.13,0.0,0.19,0.0,0.3,0.01,0.37
"[342, 96, 366, 446]",0.13,0.0,0.15,0.0,0.34,0.01,0.37
"[341, 96, 369, 445]",0.11,0.0,0.07,0.0,0.18,0.0,0.64
"[338, 96, 375, 456]",0.1,0.0,0.08,0.0,0.19,0.0,0.62
"[341, 104, 370, 463]",0.2,0.0,0.12,0.0,0.26,0.0,0.42
"[343, 97, 371, 470]",0.15,0.0,0.21,0.01,0.14,0.03,0.46
"[350, 123, 358, 455]",0.19,0.0,0.18,0.0,0.24,0.01,0.39
"[347, 110, 376, 475]",0.19,0.0,0.13,0.0,0.15,0.01,0.52
"[352, 114, 375, 473]",0.19,0.0,0.11,0.0,0.17,0.01,0.53
"[359, 107, 374, 472]",0.16,0.0,0.06,0.0,0.14,0.0,0.64
"[353, 121, 372, 456]",0.2,0.0,0.05,0.0,0.16,0.0,0.58
"[354, 122, 374, 459]",0.17,0.0,0.04,0.0,0.15,0.0,0.64
"[352, 114, 385, 472]",0.12,0.0,0.04,0.0,0.13,0.01,0.7
"[351, 116, 385, 469]",0.13,0.0,0.04,0.0,0.12,0.01,0.69
"[357, 122, 373, 457]",0.21,0.0,0.06,0.0,0.14,0.01,0.58
"[354, 118, 384, 468]",0.17,0.0,0.04,0.0,0.11,0.0,0.67
"[363, 123, 369, 460]",0.21,0.0,0.06,0.0,0.2,0.0,0.52
"[365, 125, 370, 462]",0.19,0.0,0.04,0.0,0.21,0.0,0.55
"[358, 113, 389, 481]",0.22,0.0,0.04,0.0,0.1,0.01,0.63
"[362, 117, 387, 473]",0.16,0.0,0.04,0.0,0.11,0.0,0.68
"[368, 117, 385, 472]",0.12,0.0,0.03,0.0,0.09,0.0,0.75
"[382, 128, 367, 453]",0.13,0.0,0.04,0.0,0.12,0.0,0.71
"[383, 132, 370, 457]",0.21,0.0,0.05,0.01,0.19,0.0,0.54
"[382, 131, 371, 474]",0.18,0.0,0.06,0.01,0.35,0.0,0.4
"[383, 126, 374, 490]",0.16,0.0,0.05,0.01,0.4,0.0,0.37
"[401, 144, 360, 469]",0.18,0.0,0.06,0.0,0.63,0.0,0.12
"[403, 142, 362, 477]",0.17,0.0,0.07,0.0,0.61,0.0,0.14
"[404, 142, 369, 476]",0.3,0.0,0.11,0.0,0.46,0.0,0.12
"[402, 130, 382, 494]",0.36,0.0,0.11,0.01,0.23,0.01,0.28
"[412, 133, 371, 485]",0.28,0.0,0.06,0.01,0.15,0.01,0.49
"[413, 138, 369, 473]",0.22,0.0,0.03,0.01,0.11,0.0,0.62
"[413, 140, 368, 467]",0.27,0.0,0.03,0.01,0.14,0.0,0.55
"[408, 142, 373, 466]",0.16,0.0,0.03,0.0,0.11,0.0,0.69
"[410, 140, 370, 464]",0.19,0.0,0.03,0.0,0.09,0.0,0.68
"[411, 134, 368, 458]",0.25,0.0,0.03,0.0,0.09,0.0,0.63
"[413, 122, 373, 466]",0.29,0.0,0.04,0.0,0.11,0.0,0.56
"[424, 118, 363, 455]",0.32,0.0,0.07,0.01,0.1,0.01,0.49
"[429, 110, 362, 458]",0.31,0.0,0.12,0.0,0.1,0.01,0.46
"[430, 107, 363, 449]",0.28,0.0,0.18,0.0,0.12,0.01,0.4
"[432, 100, 366, 453]",0.37,0.0,0.19,0.0,0.11,0.03,0.3
"[428, 89, 379, 482]",0.27,0.0,0.09,0.01,0.11,0.01,0.49
"[431, 90, 365, 455]",0.27,0.0,0.21,0.0,0.12,0.02,0.38
"[432, 88, 367, 456]",0.34,0.0,0.2,0.01,0.11,0.02,0.33
"[426, 86, 367, 462]",0.25,0.0,0.2,0.01,0.11,0.04,0.39
"[426, 87, 370, 465]",0.18,0.0,0.42,0.02,0.1,0.15,0.13
"[426, 90, 368, 466]",0.12,0.0,0.59,0.01,0.14,0.07,0.07
"[421, 89, 369, 468]",0.11,0.0,0.54,0.02,0.17,0.1,0.07
"[418, 91, 370, 468]",0.12,0.0,0.54,0.01,0.18,0.06,0.08
"[418, 82, 375, 493]",0.12,0.0,0.42,0.03,0.13,0.1,0.19
"[410, 81, 380, 498]",0.12,0.0,0.51,0.02,0.16,0.07,0.11
"[414, 83, 373, 493]",0.13,0.0,0.4,0.02,0.15,0.07,0.22
"[408, 88, 381, 498]",0.1,0.0,0.31,0.03,0.35,0.02,0.19
"[413, 90, 370, 487]",0.12,0.0,0.5,0.01,0.19,0.03,0.14
"[409, 90, 376, 491]",0.1,0.0,0.58,0.01,0.15,0.03,0.13
"[408, 88, 374, 490]",0.15,0.0,0.45,0.02,0.2,0.03,0.16
"[406, 86, 376, 493]",0.12,0.0,0.48,0.02,0.15,0.05,0.18
"[403, 86, 381, 496]",0.12,0.0,0.48,0.03,0.17,0.04,0.15
"[400, 89, 381, 492]",0.12,0.0,0.39,0.02,0.18,0.03,0.27
"[397, 85, 377, 491]",0.16,0.0,0.38,0.05,0.16,0.06,0.2
"[404, 83, 369, 484]",0.26,0.0,0.3,0.06,0.12,0.1,0.15
"[402, 86, 372, 484]",0.24,0.0,0.21,0.11,0.1,0.07,0.28
"[408, 88, 369, 466]",0.16,0.0,0.18,0.08,0.06,0.03,0.5
"[404, 94, 383, 482]",0.34,0.0,0.12,0.07,0.05,0.01,0.4
"[407, 92, 380, 480]",0.4,0.0,0.06,0.1,0.07,0.0,0.37
"[408, 92, 362, 449]",0.39,0.0,0.04,0.17,0.15,0.0,0.25
"[406, 91, 363, 446]",0.35,0.0,0.08,0.22,0.18,0.0,0.17
"[406, 89, 365, 451]",0.44,0.0,0.08,0.16,0.17,0.0,0.15
"[405, 87, 367, 453]",0.46,0.0,0.05,0.18,0.1,0.0,0.21
"[405, 88, 368, 449]",0.47,0.0,0.06,0.18,0.08,0.0,0.22
"[407, 90, 367, 449]",0.5,0.0,0.04,0.18,0.06,0.0,0.22
"[410, 93, 361, 442]",0.41,0.0,0.07,0.19,0.06,0.0,0.26
"[410, 93, 362, 444]",0.41,0.0,0.04,0.19,0.04,0.0,0.32
"[411, 95, 361, 441]",0.42,0.0,0.04,0.16,0.04,0.0,0.34
"[407, 94, 364, 447]",0.48,0.0,0.04,0.09,0.05,0.0,0.33
"[410, 94, 363, 445]",0.45,0.0,0.04,0.12,0.04,0.0,0.34
"[411, 94, 364, 445]",0.38,0.0,0.03,0.11,0.05,0.0,0.42
"[412, 94, 361, 443]",0.42,0.0,0.05,0.06,0.06,0.0,0.4
"[412, 94, 361, 446]",0.43,0.0,0.04,0.07,0.06,0.0,0.39
"[412, 95, 360, 444]",0.38,0.0,0.04,0.04,0.06,0.0,0.47
"[411, 98, 363, 445]",0.37,0.0,0.05,0.07,0.05,0.0,0.46
"[411, 97, 363, 449]",0.44,0.0,0.05,0.03,0.06,0.0,0.41
"[413, 99, 361, 445]",0.34,0.0,0.04,0.04,0.05,0.0,0.53
"[413, 99, 360, 446]",0.31,0.0,0.04,0.03,0.06,0.0,0.56
"[415, 100, 360, 444]",0.34,0.0,0.04,0.03,0.05,0.0,0.53
"[412, 100, 361, 445]",0.27,0.0,0.03,0.04,0.04,0.0,0.62
"[415, 101, 360, 444]",0.28,0.0,0.04,0.03,0.05,0.0,0.6
"[415, 100, 361, 446]",0.37,0.0,0.04,0.03,0.05,0.0,0.51
"[415, 100, 361, 447]",0.32,0.0,0.04,0.02,0.05,0.0,0.56
"[414, 99, 361, 449]",0.31,0.0,0.03,0.04,0.04,0.0,0.58
"[413, 98, 362, 452]",0.31,0.0,0.02,0.02,0.04,0.0,0.61
"[416, 100, 361, 448]",0.31,0.0,0.04,0.01,0.05,0.0,0.59
"[416, 100, 359, 449]",0.16,0.0,0.02,0.01,0.05,0.0,0.76
"[414, 99, 362, 452]",0.12,0.0,0.02,0.01,0.04,0.0,0.82
"[412, 100, 362, 456]",0.05,0.0,0.01,0.0,0.02,0.0,0.91
"[414, 100, 362, 457]",0.06,0.0,0.02,0.0,0.03,0.0,0.88
"[416, 102, 360, 457]",0.07,0.0,0.01,0.0,0.03,0.0,0.87
"[412, 102, 363, 462]",0.05,0.0,0.02,0.0,0.03,0.0,0.88
"[409, 108, 371, 469]",0.16,0.0,0.15,0.01,0.1,0.01,0.57
"[409, 109, 370, 472]",0.19,0.0,0.14,0.0,0.12,0.01,0.53
"[414, 109, 367, 475]",0.23,0.0,0.16,0.01,0.11,0.01,0.48
"[416, 110, 368, 475]",0.29,0.0,0.22,0.01,0.1,0.01,0.37
"[416, 110, 370, 476]",0.32,0.0,0.17,0.01,0.11,0.01,0.39
"[417, 110, 370, 479]",0.31,0.0,0.22,0.01,0.12,0.01,0.32
"[414, 108, 371, 483]",0.24,0.0,0.26,0.01,0.15,0.01,0.33
"[413, 106, 373, 485]",0.24,0.0,0.35,0.01,0.12,0.03,0.24
"[406, 99, 374, 481]",0.28,0.0,0.23,0.01,0.11,0.02,0.35
"[411, 99, 368, 475]",0.27,0.0,0.2,0.01,0.09,0.08,0.34
"[407, 95, 367, 477]",0.25,0.0,0.18,0.02,0.08,0.09,0.38
"[404, 90, 368, 479]",0.15,0.0,0.08,0.07,0.07,0.07,0.56
"[406, 92, 365, 472]",0.11,0.0,0.04,0.1,0.05,0.04,0.68
"[405, 95, 366, 468]",0.14,0.0,0.05,0.06,0.05,0.01,0.69
"[409, 99, 362, 458]",0.16,0.0,0.03,0.01,0.04,0.0,0.75
"[409, 101, 361, 454]",0.34,0.0,0.04,0.01,0.05,0.0,0.56
"[414, 101, 355, 452]",0.56,0.0,0.04,0.01,0.1,0.0,0.3
"[406, 102, 357, 456]",0.56,0.0,0.05,0.0,0.1,0.0,0.28
"[396, 99, 372, 467]",0.68,0.0,0.07,0.0,0.1,0.0,0.15
"[410, 102, 352, 447]",0.59,0.0,0.05,0.0,0.09,0.0,0.27
"[410, 101, 355, 449]",0.62,0.0,0.04,0.0,0.12,0.0,0.22
"[409, 98, 358, 448]",0.56,0.0,0.03,0.0,0.09,0.0,0.31
"[411, 96, 358, 447]",0.66,0.0,0.06,0.0,0.07,0.01,0.21
"[415, 98, 361, 446]",0.33,0.0,0.13,0.0,0.16,0.0,0.38
"[409, 98, 363, 446]",0.4,0.0,0.11,0.0,0.16,0.0,0.33
"[411, 99, 360, 442]",0.43,0.0,0.09,0.01,0.1,0.01,0.37
"[411, 97, 362, 443]",0.35,0.0,0.08,0.01,0.12,0.0,0.44
"[409, 96, 364, 449]",0.37,0.0,0.07,0.0,0.13,0.0,0.42
"[409, 99, 365, 450]",0.46,0.0,0.05,0.02,0.09,0.0,0.39
"[404, 106, 362, 445]",0.41,0.0,0.03,0.01,0.15,0.0,0.4
"[405, 108, 362, 446]",0.33,0.0,0.05,0.01,0.29,0.0,0.32
"[408, 112, 365, 459]",0.34,0.0,0.05,0.01,0.37,0.0,0.23
"[404, 104, 367, 459]",0.31,0.0,0.02,0.01,0.11,0.0,0.54
"[410, 110, 366, 461]",0.3,0.0,0.1,0.01,0.18,0.0,0.41
"[407, 109, 368, 463]",0.28,0.0,0.09,0.0,0.17,0.0,0.46
"[406, 109, 368, 460]",0.21,0.0,0.04,0.0,0.17,0.0,0.57
"[406, 110, 365, 458]",0.11,0.0,0.05,0.0,0.18,0.0,0.65
"[404, 102, 369, 474]",0.16,0.0,0.24,0.01,0.13,0.07,0.4
"[404, 102, 368, 475]",0.14,0.0,0.29,0.01,0.12,0.07,0.38
"[403, 101, 369, 475]",0.12,0.0,0.23,0.01,0.11,0.07,0.46
"[399, 94, 375, 477]",0.11,0.0,0.11,0.01,0.06,0.05,0.65
"[398, 94, 375, 478]",0.11,0.0,0.11,0.01,0.05,0.07,0.66
"[397, 94, 376, 480]",0.1,0.0,0.13,0.01,0.06,0.14,0.56
"[401, 119, 352, 453]",0.13,0.0,0.19,0.0,0.12,0.02,0.54
"[401, 118, 353, 455]",0.15,0.0,0.17,0.0,0.16,0.01,0.51
"[401, 118, 353, 456]",0.14,0.0,0.19,0.0,0.14,0.01,0.51
"[401, 119, 353, 454]",0.12,0.0,0.18,0.0,0.13,0.01,0.56
"[398, 104, 370, 473]",0.1,0.0,0.25,0.01,0.1,0.06,0.49
"[397, 104, 372, 474]",0.09,0.0,0.23,0.0,0.09,0.05,0.53
"[399, 104, 371, 473]",0.12,0.0,0.18,0.01,0.1,0.06,0.53
"[399, 105, 370, 472]",0.1,0.0,0.23,0.01,0.09,0.07,0.51
"[397, 104, 371, 474]",0.1,0.0,0.21,0.0,0.09,0.05,0.54
"[397, 104, 371, 474]",0.11,0.0,0.23,0.01,0.09,0.06,0.52
"[396, 105, 371, 473]",0.1,0.0,0.23,0.0,0.1,0.04,0.54
"[397, 105, 371, 473]",0.1,0.0,0.28,0.0,0.1,0.06,0.46
"[397, 104, 372, 474]",0.11,0.0,0.25,0.01,0.09,0.07,0.47
"[396, 105, 372, 472]",0.1,0.0,0.24,0.0,0.09,0.05,0.51
"[396, 105, 372, 472]",0.09,0.0,0.24,0.0,0.09,0.05,0.52
"[396, 105, 372, 473]",0.1,0.0,0.27,0.0,0.1,0.06,0.47
"[396, 105, 372, 473]",0.1,0.0,0.25,0.01,0.09,0.06,0.5
"[397, 105, 371, 473]",0.1,0.0,0.23,0.01,0.09,0.05,0.52
"[397, 107, 371, 472]",0.1,0.0,0.3,0.01,0.1,0.08,0.41
"[397, 107, 370, 473]",0.1,0.0,0.26,0.01,0.09,0.06,0.48
"[397, 107, 370, 474]",0.12,0.0,0.24,0.0,0.08,0.05,0.5
"[399, 107, 370, 473]",0.12,0.0,0.21,0.01,0.08,0.06,0.53
"[399, 106, 371, 475]",0.14,0.0,0.21,0.01,0.09,0.05,0.51
"[404, 111, 367, 466]",0.09,0.0,0.47,0.0,0.08,0.11,0.24
"[404, 112, 365, 465]",0.09,0.0,0.55,0.0,0.07,0.09,0.19
"[403, 111, 367, 466]",0.1,0.0,0.46,0.0,0.08,0.12,0.24
"[400, 108, 370, 474]",0.11,0.0,0.24,0.0,0.1,0.07,0.48
"[399, 111, 369, 466]",0.14,0.0,0.07,0.0,0.08,0.02,0.69
"[399, 109, 371, 468]",0.15,0.0,0.1,0.0,0.1,0.02,0.63
"[399, 109, 370, 467]",0.12,0.0,0.1,0.0,0.1,0.02,0.66
"[398, 110, 371, 467]",0.11,0.0,0.1,0.0,0.09,0.03,0.66
"[399, 110, 370, 467]",0.1,0.0,0.11,0.0,0.1,0.03,0.66
"[398, 108, 372, 468]",0.14,0.0,0.1,0.0,0.08,0.03,0.65
"[399, 108, 371, 467]",0.14,0.0,0.09,0.0,0.08,0.03,0.65
"[401, 110, 371, 463]",0.16,0.0,0.06,0.0,0.09,0.01,0.67
"[400, 110, 371, 463]",0.12,0.0,0.05,0.0,0.08,0.01,0.73
"[401, 108, 372, 461]",0.13,0.0,0.05,0.0,0.08,0.01,0.72
"[401, 106, 373, 462]",0.09,0.0,0.04,0.0,0.08,0.01,0.78
"[414, 101, 364, 464]",0.11,0.0,0.08,0.01,0.08,0.01,0.72
"[411, 102, 366, 461]",0.11,0.0,0.05,0.01,0.08,0.01,0.74
"[402, 105, 373, 461]",0.11,0.0,0.04,0.01,0.05,0.01,0.79
"[403, 106, 373, 457]",0.1,0.0,0.05,0.01,0.05,0.01,0.79
"[407, 106, 374, 463]",0.2,0.0,0.12,0.01,0.09,0.01,0.56
"[408, 106, 373, 462]",0.2,0.0,0.14,0.02,0.07,0.02,0.55
"[405, 106, 372, 455]",0.13,0.0,0.06,0.01,0.04,0.01,0.74
"[407, 107, 371, 454]",0.14,0.0,0.1,0.01,0.03,0.03,0.69
"[407, 107, 371, 453]",0.15,0.0,0.1,0.01,0.04,0.02,0.68
"[408, 108, 370, 451]",0.17,0.0,0.11,0.01,0.04,0.04,0.63
"[418, 105, 361, 442]",0.18,0.0,0.08,0.02,0.06,0.03,0.63
"[419, 105, 360, 441]",0.17,0.0,0.07,0.02,0.06,0.02,0.66
"[420, 104, 360, 441]",0.19,0.0,0.08,0.01,0.05,0.04,0.64
"[420, 106, 360, 438]",0.15,0.0,0.09,0.02,0.08,0.02,0.64
"[421, 108, 360, 438]",0.16,0.0,0.07,0.01,0.08,0.02,0.66
"[419, 110, 360, 436]",0.13,0.0,0.06,0.01,0.09,0.01,0.7
"[421, 109, 361, 441]",0.12,0.0,0.05,0.01,0.07,0.01,0.75
"[420, 117, 359, 436]",0.09,0.0,0.05,0.0,0.07,0.01,0.79
"[419, 115, 359, 439]",0.12,0.0,0.06,0.0,0.07,0.01,0.74
"[419, 114, 360, 440]",0.1,0.0,0.05,0.0,0.09,0.01,0.75
"[419, 102, 361, 448]",0.12,0.0,0.06,0.0,0.08,0.01,0.73
"[415, 99, 363, 451]",0.09,0.0,0.05,0.0,0.07,0.01,0.78
"[416, 100, 363, 450]",0.11,0.0,0.05,0.0,0.06,0.01,0.77
"[417, 100, 361, 450]",0.1,0.0,0.04,0.0,0.06,0.01,0.78
"[415, 100, 362, 450]",0.11,0.0,0.04,0.0,0.07,0.01,0.77
"[418, 101, 360, 446]",0.11,0.0,0.04,0.0,0.07,0.01,0.77
"[409, 103, 369, 449]",0.11,0.0,0.04,0.0,0.08,0.01,0.77
"[417, 101, 360, 446]",0.12,0.0,0.05,0.0,0.07,0.01,0.76
"[417, 103, 357, 444]",0.08,0.0,0.03,0.0,0.04,0.0,0.84
"[416, 110, 355, 438]",0.14,0.0,0.03,0.0,0.08,0.0,0.76
"[413, 112, 353, 439]",0.09,0.0,0.05,0.0,0.17,0.0,0.68
"[412, 112, 355, 440]",0.11,0.0,0.05,0.0,0.15,0.0,0.69
"[414, 110, 357, 442]",0.14,0.0,0.02,0.0,0.09,0.0,0.75
"[414, 109, 361, 444]",0.15,0.0,0.02,0.0,0.08,0.0,0.75
"[419, 114, 358, 435]",0.11,0.0,0.03,0.0,0.08,0.0,0.78
"[420, 114, 357, 436]",0.08,0.0,0.02,0.0,0.07,0.0,0.82
"[413, 110, 366, 448]",0.08,0.0,0.03,0.0,0.08,0.0,0.81
"[410, 109, 368, 448]",0.09,0.0,0.03,0.0,0.11,0.0,0.77
"[409, 108, 367, 449]",0.07,0.0,0.02,0.0,0.08,0.0,0.82
"[410, 109, 367, 448]",0.07,0.0,0.03,0.0,0.1,0.0,0.8
"[409, 107, 368, 449]",0.11,0.0,0.04,0.0,0.09,0.0,0.76
"[409, 108, 368, 449]",0.08,0.0,0.03,0.0,0.09,0.0,0.8
"[416, 103, 362, 449]",0.09,0.0,0.04,0.0,0.06,0.0,0.82
"[416, 103, 362, 450]",0.09,0.0,0.03,0.0,0.05,0.01,0.82
"[416, 104, 362, 450]",0.1,0.0,0.03,0.0,0.05,0.01,0.8
"[408, 107, 368, 449]",0.11,0.0,0.03,0.0,0.08,0.0,0.76
"[415, 103, 362, 450]",0.09,0.0,0.03,0.0,0.05,0.0,0.82
"[417, 103, 361, 450]",0.09,0.0,0.05,0.0,0.05,0.01,0.81
"[417, 104, 360, 450]",0.1,0.0,0.03,0.0,0.06,0.0,0.81
"[415, 102, 362, 451]",0.09,0.0,0.04,0.0,0.05,0.01,0.81
"[416, 102, 361, 452]",0.09,0.0,0.03,0.0,0.05,0.01,0.81
"[416, 102, 361, 453]",0.09,0.0,0.03,0.0,0.05,0.01,0.81
"[407, 105, 369, 450]",0.14,0.0,0.04,0.0,0.07,0.01,0.73
"[416, 102, 360, 453]",0.14,0.0,0.05,0.0,0.06,0.01,0.74
"[416, 102, 359, 453]",0.13,0.0,0.04,0.0,0.06,0.01,0.76
"[415, 101, 360, 454]",0.12,0.0,0.04,0.0,0.06,0.01,0.77
"[414, 101, 360, 455]",0.13,0.0,0.05,0.0,0.07,0.01,0.73
"[413, 101, 361, 455]",0.12,0.0,0.05,0.0,0.07,0.01,0.75
"[412, 100, 361, 455]",0.11,0.0,0.04,0.0,0.06,0.01,0.79
"[412, 101, 360, 454]",0.12,0.0,0.04,0.0,0.07,0.01,0.76
"[411, 100, 360, 455]",0.11,0.0,0.04,0.0,0.06,0.01,0.78
"[395, 98, 369, 458]",0.09,0.0,0.02,0.0,0.04,0.01,0.84
"[405, 99, 364, 456]",0.17,0.0,0.06,0.0,0.06,0.02,0.69
"[404, 96, 362, 452]",0.07,0.0,0.03,0.0,0.05,0.01,0.84
"[397, 90, 371, 455]",0.06,0.0,0.03,0.0,0.08,0.01,0.82
"[393, 86, 380, 476]",0.08,0.0,0.08,0.0,0.12,0.02,0.7
"[403, 90, 366, 448]",0.07,0.0,0.08,0.0,0.12,0.01,0.72
"[400, 89, 368, 451]",0.07,0.0,0.1,0.0,0.11,0.01,0.71
"[397, 89, 369, 452]",0.08,0.0,0.09,0.0,0.09,0.02,0.72
"[395, 87, 366, 469]",0.22,0.0,0.28,0.0,0.09,0.1,0.3
"[395, 89, 366, 463]",0.18,0.0,0.44,0.0,0.1,0.08,0.2
"[382, 86, 371, 463]",0.12,0.0,0.19,0.0,0.14,0.05,0.49
"[380, 87, 372, 464]",0.12,0.0,0.24,0.0,0.14,0.04,0.46
"[393, 87, 367, 466]",0.13,0.0,0.28,0.01,0.08,0.09,0.4
"[394, 87, 368, 468]",0.13,0.0,0.27,0.01,0.08,0.06,0.46
"[388, 88, 370, 458]",0.03,0.0,0.02,0.0,0.05,0.0,0.89
"[387, 90, 374, 459]",0.09,0.0,0.04,0.01,0.07,0.0,0.79
"[389, 91, 372, 457]",0.1,0.0,0.06,0.01,0.07,0.0,0.76
"[391, 92, 371, 453]",0.09,0.0,0.06,0.01,0.09,0.01,0.75
"[393, 93, 369, 451]",0.1,0.0,0.06,0.01,0.09,0.01,0.73
